text,affect
accursed,sadness
widow,sadness
vanished,sadness
displaced,sadness
poverty,sadness
illness,sadness
hopeless,sadness
travesty,sadness
deserted,sadness
regretting,sadness
loss,sadness
pathetic,sadness
nohope,sadness
stab,sadness
shooting,sadness
foreveralone,sadness
imprisoned,sadness
insanity,sadness
hurtful,sadness
terminal,sadness
epidemic,sadness
hurt,sadness
depraved,sadness
banished,sadness
infidelity,sadness
neglected,sadness
sob,sadness
teary,sadness
dementia,sadness
widower,sadness
hospice,sadness
dismissal,sadness
alienation,sadness
hardship,sadness
kidnap,sadness
choke,sadness
bleeding,sadness
outcast,sadness
despairing,sadness
woefully,sadness
belittle,sadness
evil,sadness
disparage,sadness
feelingdown,sadness
imprisonment,sadness
frightful,sadness
punished,sadness
missingyou,sadness
wretched,sadness
abortive,sadness
obituary,sadness
gory,sadness
wretch,sadness
poison,sadness
coffin,sadness
deprivation,sadness
malevolent,sadness
wail,sadness
disabled,sadness
decomposed,sadness
barren,sadness
poisoned,sadness
executioner,sadness
disease,sadness
oppress,sadness
disembodied,sadness
tear,sadness
hate,sadness
lonely,sadness
dreary,sadness
blighted,sadness
ailing,sadness
demonic,sadness
peril,sadness
jail,sadness
lamenting,sadness
shitty,sadness
polio,sadness
mangle,sadness
ruin,sadness
weep,sadness
steal,sadness
casket,sadness
bleak,sadness
carcass,sadness
regretted,sadness
beating,sadness
cowardice,sadness
disability,sadness
affliction,sadness
emergency,sadness
hatred,sadness
termination,sadness
awful,sadness
exorcism,sadness
sinful,sadness
scourge,sadness
perilous,sadness
poisonous,sadness
worry,sadness
drown,sadness
infertility,sadness
shroud,sadness
powerless,sadness
woeful,sadness
failing,sadness
terribly,sadness
inequality,sadness
incarceration,sadness
stricken,sadness
psychosis,sadness
disappointed,sadness
demolish,sadness
dismay,sadness
lament,sadness
burdensome,sadness
mausoleum,sadness
shattered,sadness
tyrant,sadness
disappointing,sadness
insurmountable,sadness
wound,sadness
impotence,sadness
wrecked,sadness
abuse,sadness
demolished,sadness
palsy,sadness
lost,sadness
posthumous,sadness
gloom,sadness
schizophrenia,sadness
cursed,sadness
undesired,sadness
forlorn,sadness
terminate,sadness
dishonor,sadness
regret,sadness
bitterly,sadness
hurting,sadness
duress,sadness
oppressive,sadness
deteriorate,sadness
soulless,sadness
divorce,sadness
melancholy,sadness
cremation,sadness
bomb,sadness
forsake,sadness
worried,sadness
plight,sadness
unforgiving,sadness
sepsis,sadness
overwhelmed,sadness
fearfully,sadness
languishing,sadness
alcoholism,sadness
irreparable,sadness
bankrupt,sadness
gore,sadness
debacle,sadness
cruel,sadness
injured,sadness
faithless,sadness
ugliness,sadness
derogatory,sadness
injure,sadness
disappoint,sadness
crushing,sadness
shackle,sadness
dire,sadness
sacrifices,sadness
breakup,sadness
subjugation,sadness
excluded,sadness
sinner,sadness
degrading,sadness
worthless,sadness
guilty,sadness
shatter,sadness
disparaging,sadness
dilapidated,sadness
shameful,sadness
curse,sadness
anthrax,sadness
robbery,sadness
alone,sadness
angst,sadness
losing,sadness
prison,sadness
somber,sadness
contaminated,sadness
deprived,sadness
martyrdom,sadness
irreconcilable,sadness
poaching,sadness
bawl,sadness
eviction,sadness
ill,sadness
helpless,sadness
downfall,sadness
deportation,sadness
crumbling,sadness
distress,sadness
disappointment,sadness
demon,sadness
nothingness,sadness
condolences,sadness
crypt,sadness
longing,sadness
shame,sadness
captivity,sadness
obliterate,sadness
chaos,sadness
violation,sadness
vendetta,sadness
broken,sadness
abyss,sadness
petloss,sadness
offender,sadness
remorse,sadness
betray,sadness
dysentery,sadness
blight,sadness
melancholic,sadness
rupture,sadness
traitor,sadness
haggard,sadness
lie,sadness
cholera,sadness
degeneracy,sadness
undesirable,sadness
gloomy,sadness
turmoil,sadness
terrible,sadness
frighten,sadness
unwell,sadness
bully,sadness
bitterness,sadness
discrimination,sadness
whine,sadness
humiliation,sadness
sordid,sadness
immoral,sadness
harmful,sadness
interment,sadness
denied,sadness
damage,sadness
delirium,sadness
captive,sadness
pessimism,sadness
deplore,sadness
whimper,sadness
disliked,sadness
devil,sadness
damages,sadness
hateful,sadness
bigoted,sadness
perdition,sadness
adultery,sadness
corrupting,sadness
worsening,sadness
flog,sadness
dismal,sadness
comatose,sadness
autopsy,sadness
worrying,sadness
deceive,sadness
tomb,sadness
deceit,sadness
wallow,sadness
pessimist,sadness
rejection,sadness
sadday,sadness
shipwreck,sadness
deceitful,sadness
urn,sadness
punitive,sadness
injury,sadness
resentment,sadness
endocarditis,sadness
rheumatism,sadness
infliction,sadness
expire,sadness
tyranny,sadness
anathema,sadness
pauper,sadness
runaway,sadness
upset,sadness
departed,sadness
martyr,sadness
smite,sadness
malaria,sadness
hanging,sadness
chagrin,sadness
malaise,sadness
memorial,sadness
resignation,sadness
absence,sadness
imissyou,sadness
bummed,sadness
unkind,sadness
isolated,sadness
plague,sadness
shot,sadness
bomber,sadness
hydrocephalus,sadness
surrendering,sadness
unfulfilled,sadness
discourage,sadness
disillusionment,sadness
reject,sadness
shun,sadness
pity,sadness
glum,sadness
nefarious,sadness
groan,sadness
concussion,sadness
dark,sadness
incrimination,sadness
weakly,sadness
aching,sadness
discontent,sadness
undertaker,sadness
assailant,sadness
deterioration,sadness
sorely,sadness
antisocial,sadness
homesick,sadness
confined,sadness
inimical,sadness
attacking,sadness
tarnish,sadness
forfeiture,sadness
theft,sadness
outburst,sadness
fooled,sadness
disgust,sadness
embolism,sadness
requiem,sadness
console,sadness
dispossessed,sadness
disparity,sadness
sick,sadness
prisoner,sadness
embarrassment,sadness
ache,sadness
inflict,sadness
neurosis,sadness
epitaph,sadness
penance,sadness
sullen,sadness
grievance,sadness
relapse,sadness
forgotten,sadness
unpleasant,sadness
disable,sadness
defenseless,sadness
defunct,sadness
ridicule,sadness
misfortune,sadness
blindness,sadness
unfriendly,sadness
delusion,sadness
wither,sadness
stifled,sadness
elimination,sadness
unlucky,sadness
sore,sadness
retard,sadness
vegetative,sadness
stripped,sadness
sin,sadness
sequestration,sadness
displeased,sadness
accident,sadness
dumps,sadness
hideous,sadness
weakness,sadness
decayed,sadness
unrequited,sadness
dictatorship,sadness
complain,sadness
lose,sadness
regrettable,sadness
insecure,sadness
witchcraft,sadness
drugged,sadness
disrespectful,sadness
unfair,sadness
gonorrhea,sadness
disturbed,sadness
rot,sadness
negative,sadness
howl,sadness
dolor,sadness
mortality,sadness
mad,sadness
atherosclerosis,sadness
impossible,sadness
crash,sadness
injurious,sadness
chronic,sadness
frowning,sadness
discomfort,sadness
intolerant,sadness
ungodly,sadness
aftermath,sadness
explode,sadness
cringe,sadness
battled,sadness
deport,sadness
nauseous,sadness
exclusion,sadness
aggravating,sadness
senile,sadness
anxiety,sadness
weary,sadness
cytomegalovirus,sadness
prosecute,sadness
difficulty,sadness
bier,sadness
bankruptcy,sadness
endemic,sadness
offended,sadness
damper,sadness
messedup,sadness
coma,sadness
evict,sadness
happiest,happiness
happiness,happiness
bliss,happiness
celebrating,happiness
jubilant,happiness
ecstatic,happiness
elation,happiness
beaming,happiness
bestdayever,happiness
loveee,happiness
celebration,happiness
awesomeness,happiness
joy,happiness
happily,happiness
fabulous,happiness
exuberance,happiness
excitement,happiness
joyous,happiness
makesmehappy,happiness
euphoria,happiness
lovee,happiness
gratitude,happiness
happydance,happiness
merriment,happiness
spectacular,happiness
overjoyed,happiness
purebliss,happiness
triumphant,happiness
lovelovelove,happiness
ecstasy,happiness
cheerful,happiness
cheer,happiness
elated,happiness
jolly,happiness
lovethis,happiness
peaceofmind,happiness
delighted,happiness
exhilaration,happiness
excitation,happiness
pleasures,happiness
laugh,happiness
marvelously,happiness
blissful,happiness
loving,happiness
outstanding,happiness
joyful,happiness
pleasurable,happiness
overthemoon,happiness
lovinglife,happiness
yaaaay,happiness
happyplace,happiness
iloveher,happiness
glee,happiness
enthusiastic,happiness
sohappy,happiness
superb,happiness
laughing,happiness
woohoo,happiness
wonderful,happiness
ilovechristmas,happiness
hooray,happiness
brilliant,happiness
cheering,happiness
glory,happiness
tearsofjoy,happiness
magnificent,happiness
hallelujah,happiness
yayyyy,happiness
celebrated,happiness
loved,happiness
exciting,happiness
heavenly,happiness
thrilled,happiness
mademyday,happiness
hohoho,happiness
wonderfully,happiness
blessing,happiness
favoriteholiday,happiness
celebrate,happiness
celebrations,happiness
blessed,happiness
festive,happiness
sweetness,happiness
paradise,happiness
marvellous,happiness
compliment,happiness
enchanting,happiness
smiling,happiness
allsmiles,happiness
love,happiness
homesweethome,happiness
thankyougod,happiness
marvelous,happiness
laughter,happiness
goodmood,happiness
happyheart,happiness
joys,happiness
sensational,happiness
celebratory,happiness
excellence,happiness
delightful,happiness
goodness,happiness
excited,happiness
rejoicing,happiness
greatful,happiness
jovial,happiness
glorious,happiness
victorious,happiness
excellent,happiness
bonanza,happiness
rejoice,happiness
splendid,happiness
enjoy,happiness
lovemaking,happiness
greatday,happiness
smiley,happiness
goodtimes,happiness
whatmakesmesmile,happiness
happyday,happiness
myfavorite,happiness
yeahhhh,happiness
gladness,happiness
yayyy,happiness
pleasure,happiness
thankyoulord,happiness
giggle,happiness
lovinlife,happiness
yesss,happiness
happytweet,happiness
success,happiness
dancing,happiness
lovemylife,happiness
happier,happiness
magnificence,happiness
grateful,happiness
happy,happiness
amuse,happiness
splendor,happiness
fun,happiness
glorify,happiness
solucky,happiness
glad,happiness
enchanted,happiness
sothankful,happiness
radiant,happiness
beautiful,happiness
giggling,happiness
perfection,happiness
christmassy,happiness
heavens,happiness
romance,happiness
thrilling,happiness
happyvalentinesday,happiness
entertain,happiness
cheered,happiness
positivity,happiness
congrats,happiness
cheers,happiness
lovable,happiness
miraculous,happiness
fiesta,happiness
funday,happiness
enjoying,happiness
amused,happiness
smiles,happiness
lifeisgood,happiness
thebest,happiness
cuddling,happiness
sosweet,happiness
christmasspirit,happiness
goodfeeling,happiness
delight,happiness
orgasm,happiness
party,happiness
positive,happiness
enlighten,happiness
cheerfulness,happiness
miracles,happiness
sweetheart,happiness
giddy,happiness
christmastime,happiness
pleasing,happiness
gratify,happiness
smile,happiness
laughs,happiness
greatness,happiness
friendliness,happiness
happyholidays,happiness
romantic,happiness
blessings,happiness
tistheseason,happiness
frolic,happiness
positiveenergy,happiness
rewarding,happiness
magical,happiness
miracle,happiness
selflove,happiness
jubilee,happiness
triumph,happiness
goodvibes,happiness
enthusiasm,happiness
feelgood,happiness
prosperity,happiness
passionate,happiness
admiration,happiness
feelinggood,happiness
tgif,happiness
victory,happiness
enchant,happiness
vivacious,happiness
luxurious,happiness
behappy,happiness
greatnight,happiness
goodday,happiness
glorification,happiness
glowing,happiness
sing,happiness
breathtaking,happiness
yessss,happiness
fulfillment,happiness
atpeace,happiness
hurrah,happiness
merry,happiness
santa,happiness
award,happiness
christmasbreak,happiness
thankful,happiness
cheery,happiness
win,happiness
pleased,happiness
inspiration,happiness
radiance,happiness
uplift,happiness
optimistic,happiness
holidays,happiness
thrill,happiness
heaven,happiness
godisgreat,happiness
lucky,happiness
amusement,happiness
congratulatory,happiness
harmony,happiness
brighten,happiness
lover,happiness
perfect,happiness
lovely,happiness
thriving,happiness
praising,happiness
utopian,happiness
xmas,happiness
heartfelt,happiness
luxury,happiness
treasures,happiness
magic,happiness
bestfeeling,happiness
merrychristmas,happiness
achievement,happiness
holiday,happiness
yay,happiness
luckiest,happiness
intimate,happiness
yaaay,happiness
chuckle,happiness
rave,happiness
soblessed,happiness
proud,happiness
cherish,happiness
sweetest,happiness
amazingly,happiness
optimism,happiness
fuckyeah,happiness
goodnews,happiness
cuddled,happiness
satisfying,happiness
beautification,happiness
truelove,happiness
lovelife,happiness
gooood,happiness
goodlife,happiness
appreciates,happiness
winning,happiness
yaay,happiness
entertained,happiness
excite,happiness
newbeginnings,happiness
praisejesus,happiness
birthday,happiness
exquisite,happiness
content,happiness
godsend,happiness
thankyoujesus,happiness
adoration,happiness
angelic,happiness
greatfriends,happiness
favorite,happiness
metime,happiness
honored,happiness
holidayseason,happiness
entertaining,happiness
majestic,happiness
brightens,happiness
exaltation,happiness
goodhealth,happiness
smiled,happiness
bestfriends,happiness
memoriesiwontforget,happiness
precious,happiness
luscious,happiness
appreciated,happiness
tranquility,happiness
embrace,happiness
marry,happiness
positively,happiness
grin,happiness
giggles,happiness
enliven,happiness
bday,happiness
relaxation,happiness
hug,happiness
hilarious,happiness
contentment,happiness
weeeee,happiness
dearest,happiness
accomplished,happiness
fulfilled,happiness
adore,happiness
bountiful,happiness
victor,happiness
boisterous,happiness
fulfill,happiness
cuddles,happiness
prosperous,happiness
serenity,happiness
glow,happiness
encouraged,happiness
christmaseve,happiness
appreciation,happiness
happynewyear,happiness
satisfy,happiness
innerpeace,happiness
captivate,happiness
besties,happiness
romanticism,happiness
humor,happiness
pleasant,happiness
satisfaction,happiness
praised,happiness
abundance,happiness
treasure,happiness
praises,happiness
engaged,happiness
relaxing,happiness
fortunes,happiness
nothingbetter,happiness
complement,happiness
affection,happiness
relieved,happiness
carnival,happiness
uplifting,happiness
divine,happiness
champion,happiness
thanksgiving,happiness
achieve,happiness
jackpot,happiness
priceless,happiness
saintly,happiness
sensuality,happiness
wedding,happiness
harmoniously,happiness
honeymoon,happiness
exalt,happiness
twinkle,happiness
cuddle,happiness
felicity,happiness
peaceful,happiness
yayy,happiness
winner,happiness
reverie,happiness
climax,happiness
comforting,happiness
xoxo,happiness
reward,happiness
gorgeous,happiness
praisegod,happiness
generosity,happiness
hearts,happiness
stargazing,happiness
snuggling,happiness
fondness,happiness
amusing,happiness
sweet,happiness
brighter,happiness
festival,happiness
sex,happiness
kind,happiness
parade,happiness
genial,happiness
applause,happiness
beauty,happiness
fulfilling,happiness
aspiring,happiness
newlife,happiness
godbless,happiness
virtuous,happiness
kiss,happiness
rainbows,happiness
generous,happiness
christmas,happiness
enlightenment,happiness
winnings,happiness
playful,happiness
super,happiness
awards,happiness
praiseworthy,happiness
rekindle,happiness
adorable,happiness
elegance,happiness
independence,happiness
amour,happiness
kindness,happiness
inspired,happiness
wonder,happiness
successful,happiness
heheh,happiness
onelove,happiness
hilarity,happiness
freely,happiness
surprises,happiness
entertainment,happiness
passion,happiness
whimsical,happiness
beautify,happiness
stressfree,happiness
sunrise,happiness
godisgood,happiness
revere,happiness
snuggled,happiness
accomplishment,happiness
jesus,happiness
angel,happiness
goodmusic,happiness
inspire,happiness
flirt,happiness
thankgod,happiness
whoo,happiness
goodies,happiness
peacefully,happiness
fanfare,happiness
friendship,happiness
heroic,happiness
summer,happiness
fortune,happiness
highest,happiness
singing,happiness
exalted,happiness
woot,happiness
contented,happiness
overflowing,happiness
rollicking,happiness
hope,happiness
accolade,happiness
cozy,happiness
delicious,happiness
ambition,happiness
friendly,happiness
praise,happiness
raving,happiness
sensuous,happiness
picturesque,happiness
thelife,happiness
everlasting,happiness
darling,happiness
sparkle,happiness
yeahhh,happiness
flattering,happiness
succeeding,happiness
peace,happiness
heroism,happiness
luckygirl,happiness
sensual,happiness
grace,happiness
special,happiness
livelife,happiness
tantalizing,happiness
pumped,happiness
relax,happiness
hero,happiness
sweets,happiness
admirable,happiness
yey,happiness
surprise,happiness
hugs,happiness
prosper,happiness
revels,happiness
sunny,happiness
prevail,happiness
liking,happiness
humorous,happiness
worthwhile,happiness
superstar,happiness
bless,happiness
favorable,happiness
tenderness,happiness
newyear,happiness
freedom,happiness
masterpiece,happiness
dreams,happiness
hopeful,happiness
home,happiness
cruising,happiness
gracias,happiness
faithfulness,happiness
eagerness,happiness
closeness,happiness
sunshine,happiness
comfy,happiness
gift,happiness
bonus,happiness
daughter,happiness
vacation,happiness
confidence,happiness
zeal,happiness
astonishment,happiness
heart,happiness
completion,happiness
gifts,happiness
mistletoe,happiness
elite,happiness
good,happiness
celestial,happiness
illuminate,happiness
lifted,happiness
goodmorning,happiness
charmed,happiness
encouragement,happiness
sublime,happiness
dance,happiness
recreation,happiness
gush,happiness
god,happiness
free,happiness
freshstart,happiness
savior,happiness
sanctuary,happiness
grandchildren,happiness
wellness,happiness
revel,happiness
alive,happiness
bridal,happiness
inspirational,happiness
vitality,happiness
liberation,happiness
holiness,happiness
firstborn,happiness
money,happiness
rainbow,happiness
dayoff,happiness
serene,happiness
confident,happiness
soothing,happiness
music,happiness
matrimony,happiness
soar,happiness
savor,happiness
fab,happiness
mastery,happiness
warmth,happiness
elegant,happiness
glimmer,happiness
blossom,happiness
illumination,happiness
welcomed,happiness
treat,happiness
faithful,happiness
snuggles,happiness
laurels,happiness
commendable,happiness
strengthening,happiness
succeed,happiness
aspire,happiness
abundant,happiness
powerful,happiness
almighty,happiness
jingle,happiness
silly,happiness
remarkable,happiness
zest,happiness
pride,happiness
brotherly,happiness
greeted,happiness
presents,happiness
resplendent,happiness
fancy,happiness
noschool,happiness
leisure,happiness
vivid,happiness
thanking,happiness
therapeutic,happiness
familytime,happiness
zen,happiness
reunited,happiness
animated,happiness
comfort,happiness
princely,happiness
shining,happiness
complete,happiness
kudos,happiness
payday,happiness
cutie,happiness
coronation,happiness
spirit,happiness
newme,happiness
kid,happiness
marriage,happiness
relationship,happiness
daymade,happiness
godly,happiness
spouse,happiness
intimately,happiness
achieved,happiness
soulful,happiness
welcoming,happiness
satisfied,happiness
family,happiness
meritorious,happiness
purr,happiness
motherhood,happiness
carefree,happiness
gem,happiness
excel,happiness
healthy,happiness
surreal,happiness
diamond,happiness
charitable,happiness
inviting,happiness
erotic,happiness
memorable,happiness
veracity,happiness
friends,happiness
stressrelief,happiness
holyspirit,happiness
respect,happiness
beach,happiness
nature,happiness
dignity,happiness
bloom,happiness
accomplish,happiness
christ,happiness
encourage,happiness
teamjesus,happiness
visionary,happiness
baby,happiness
refreshed,happiness
