text,intensity,affect,stems,pos,pos_
ire,"0,547",anger,ire,92,NOUN
preposterous,"0,547",anger,preposter,84,ADJ
hadenough,"0,546",anger,hadenough,92,NOUN
stolen,"0,546",anger,stolen,100,VERB
prejudice,"0,545",anger,prejudic,92,NOUN
annoyin,"0,545",anger,annoyin,84,ADJ
humiliate,"0,545",anger,humili,100,VERB
resentful,"0,545",anger,resent,84,ADJ
conspirator,"0,545",anger,conspir,92,NOUN
callous,"0,545",anger,callous,84,ADJ
ruined,"0,545",anger,ruin,100,VERB
adversary,"0,545",anger,adversari,84,ADJ
menace,"0,545",anger,menac,92,NOUN
wanker,"0,545",anger,wanker,92,NOUN
antagonist,"0,545",anger,antagonist,92,NOUN
skirmish,"0,545",anger,skirmish,92,NOUN
tackle,"0,545",anger,tackl,92,NOUN
heated,"0,545",anger,heat,100,VERB
foul,"0,545",anger,foul,84,ADJ
argument,"0,545",anger,argument,92,NOUN
sting,"0,544",anger,sting,92,NOUN
grumble,"0,544",anger,grumbl,92,NOUN
robbery,"0,544",anger,robberi,92,NOUN
entangled,"0,544",anger,entangl,84,ADJ
outcry,"0,544",anger,outcri,92,NOUN
irreconcilable,"0,543",anger,irreconcil,84,ADJ
resistance,"0,543",anger,resist,92,NOUN
obstructive,"0,542",anger,obstruct,84,ADJ
dismay,"0,54",anger,dismay,92,NOUN
mob,"0,538",anger,mob,92,NOUN
juststop,"0,537",anger,juststop,85,ADP
badness,"0,536",anger,bad,92,NOUN
ridicule,"0,534",anger,ridicul,100,VERB
incendiary,"0,533",anger,incendiari,84,ADJ
flares,"0,532",anger,flare,92,NOUN
uprising,"0,531",anger,upris,100,VERB
twofaced,"0,531",anger,twofac,100,VERB
exacerbation,"0,531",anger,exacerb,92,NOUN
dispute,"0,531",anger,disput,92,NOUN
whip,"0,531",anger,whip,92,NOUN
communism,"0,531",anger,communism,92,NOUN
prejudicial,"0,531",anger,prejudici,84,ADJ
intruder,"0,531",anger,intrud,92,NOUN
belittle,"0,531",anger,belittl,100,VERB
confinement,"0,531",anger,confin,92,NOUN
unbridled,"0,531",anger,unbridl,84,ADJ
allegation,"0,531",anger,alleg,92,NOUN
reckless,"0,531",anger,reckless,84,ADJ
degeneracy,"0,531",anger,degeneraci,92,NOUN
dictatorial,"0,53",anger,dictatori,84,ADJ
unjustifiable,"0,53",anger,unjustifi,84,ADJ
bigoted,"0,53",anger,bigot,84,ADJ
unjust,"0,53",anger,unjust,84,ADJ
hassle,"0,53",anger,hassl,92,NOUN
perversion,"0,53",anger,pervers,92,NOUN
offender,"0,53",anger,offend,92,NOUN
fiesty,"0,53",anger,fiesti,84,ADJ
tackled,"0,53",anger,tackl,100,VERB
dissonance,"0,53",anger,disson,92,NOUN
renegade,"0,529",anger,renegad,92,NOUN
hot,"0,529",anger,hot,84,ADJ
prison,"0,529",anger,prison,92,NOUN
cantstandit,"0,529",anger,cantstandit,92,NOUN
trespass,"0,529",anger,trespass,92,NOUN
suicide,"0,521",anger,suicid,92,NOUN
annoy,"0,52",anger,annoy,100,VERB
leavemealone,"0,517",anger,leavemealon,100,VERB
dishonest,"0,516",anger,dishonest,84,ADJ
depravity,"0,516",anger,deprav,92,NOUN
distrust,"0,516",anger,distrust,92,NOUN
broil,"0,516",anger,broil,100,VERB
idiotic,"0,516",anger,idiot,84,ADJ
treason,"0,516",anger,treason,92,NOUN
venting,"0,516",anger,vent,100,VERB
tortious,"0,516",anger,tortious,84,ADJ
duress,"0,516",anger,duress,92,NOUN
criticize,"0,516",anger,critic,92,NOUN
grrr,"0,516",anger,grrr,91,INTJ
inimical,"0,516",anger,inim,84,ADJ
disrespectful,"0,516",anger,disrespect,84,ADJ
cretins,"0,516",anger,cretin,92,NOUN
prisoner,"0,516",anger,prison,92,NOUN
divorce,"0,516",anger,divorc,92,NOUN
chaos,"0,515",anger,chao,92,NOUN
coercion,"0,515",anger,coercion,92,NOUN
unforgiving,"0,515",anger,unforgiv,100,VERB
unkind,"0,515",anger,unkind,84,ADJ
frustrating,"0,515",anger,frustrat,84,ADJ
bile,"0,515",anger,bile,92,NOUN
unleash,"0,515",anger,unleash,100,VERB
argumentation,"0,515",anger,argument,92,NOUN
jerks,"0,515",anger,jerk,92,NOUN
pow,"0,515",anger,pow,100,VERB
grump,"0,515",anger,grump,92,NOUN
hangry,"0,515",anger,hangri,84,ADJ
victimized,"0,515",anger,victim,100,VERB
poachers,"0,515",anger,poacher,92,NOUN
scold,"0,515",anger,scold,100,VERB
poaching,"0,515",anger,poach,100,VERB
roar,"0,515",anger,roar,92,NOUN
tussle,"0,514",anger,tussl,92,NOUN
bane,"0,511",anger,bane,92,NOUN
repudiation,"0,51",anger,repudi,92,NOUN
accusation,"0,51",anger,accus,92,NOUN
enmity,"0,51",anger,enmiti,92,NOUN
banish,"0,509",anger,banish,100,VERB
disfigured,"0,508",anger,disfigur,100,VERB
storm,"0,507",anger,storm,92,NOUN
fear,"0,5",anger,fear,100,VERB
crazy,"0,5",anger,crazi,84,ADJ
anguish,"0,5",anger,anguish,92,NOUN
confined,"0,5",anger,confin,100,VERB
scoff,"0,5",anger,scoff,92,NOUN
shun,"0,5",anger,shun,100,VERB
derogation,"0,5",anger,derog,92,NOUN
banished,"0,5",anger,banish,100,VERB
hammering,"0,5",anger,hammer,100,VERB
brunt,"0,5",anger,brunt,92,NOUN
possessed,"0,5",anger,possess,100,VERB
nobodycares,"0,5",anger,nobodycar,92,NOUN
frenzied,"0,5",anger,frenzi,84,ADJ
ordeal,"0,5",anger,ordeal,92,NOUN
delusional,"0,5",anger,delusion,84,ADJ
reject,"0,5",anger,reject,100,VERB
obstruct,"0,5",anger,obstruct,100,VERB
foaming,"0,5",anger,foam,100,VERB
intractable,"0,5",anger,intract,84,ADJ
bout,"0,5",anger,bout,84,ADJ
brazen,"0,5",anger,brazen,84,ADJ
patronising,"0,5",anger,patronis,84,ADJ
rejects,"0,5",anger,reject,92,NOUN
fervor,"0,5",anger,fervor,92,NOUN
dominate,"0,5",anger,domin,100,VERB
derision,"0,5",anger,deris,92,NOUN
spear,"0,5",anger,spear,92,NOUN
suppression,"0,5",anger,suppress,92,NOUN
animus,"0,5",anger,animus,92,NOUN
unruly,"0,5",anger,unruli,84,ADJ
disrupting,"0,5",anger,disrupt,100,VERB
malpractice,"0,5",anger,malpractic,92,NOUN
defy,"0,5",anger,defi,100,VERB
injustice,"0,5",anger,injustic,92,NOUN
antithesis,"0,5",anger,antithesi,92,NOUN
