text,intensity,affect,stems,pos,pos_
dispossessed,0.578,fear,dispossess,100,VERB
tumultuous,0.578,fear,tumultu,84,ADJ
quarantine,0.578,fear,quarantin,92,NOUN
desecration,0.578,fear,desecr,92,NOUN
coward,0.578,fear,coward,92,NOUN
eatingdisorders,0.578,fear,eatingdisord,92,NOUN
grizzly,0.578,fear,grizzli,92,NOUN
demoralized,0.578,fear,demor,100,VERB
worry,0.578,fear,worri,92,NOUN
curse,0.578,fear,curs,92,NOUN
deprivation,0.578,fear,depriv,92,NOUN
shudder,0.578,fear,shudder,92,NOUN
bacteria,0.578,fear,bacteria,92,NOUN
pained,0.578,fear,pain,84,ADJ
stealing,0.578,fear,steal,100,VERB
failure,0.578,fear,failur,92,NOUN
sostressed,0.578,fear,sostress,100,VERB
hateful,0.578,fear,hate,84,ADJ
forbidding,0.578,fear,forbid,84,ADJ
cringe,0.578,fear,cring,92,NOUN
parasite,0.578,fear,parasit,92,NOUN
loss,0.578,fear,loss,92,NOUN
abyss,0.578,fear,abyss,92,NOUN
surgery,0.578,fear,surgeri,92,NOUN
volatility,0.578,fear,volatil,92,NOUN
apprehensive,0.578,fear,apprehens,84,ADJ
confined,0.578,fear,confin,100,VERB
clashing,0.578,fear,clash,100,VERB
jeopardy,0.578,fear,jeopardi,92,NOUN
shady,0.578,fear,shadi,84,ADJ
jail,0.578,fear,jail,92,NOUN
dire,0.578,fear,dire,84,ADJ
evacuate,0.578,fear,evacu,100,VERB
assail,0.578,fear,assail,100,VERB
perdition,0.577,fear,perdit,92,NOUN
mob,0.577,fear,mob,92,NOUN
toxin,0.575,fear,toxin,92,NOUN
unholy,0.575,fear,unholi,84,ADJ
comatose,0.575,fear,comatos,84,ADJ
pillage,0.574,fear,pillag,92,NOUN
incest,0.571,fear,incest,92,NOUN
wound,0.571,fear,wound,92,NOUN
forced,0.569,fear,forc,100,VERB
cowardice,0.567,fear,cowardic,92,NOUN
domination,0.566,fear,domin,92,NOUN
crypt,0.566,fear,crypt,92,NOUN
witch,0.565,fear,witch,92,NOUN
smuggle,0.565,fear,smuggl,100,VERB
worries,0.562,fear,worri,92,NOUN
banished,0.562,fear,banish,100,VERB
purge,0.562,fear,purg,92,NOUN
inflict,0.562,fear,inflict,100,VERB
masks,0.562,fear,mask,92,NOUN
afflict,0.562,fear,afflict,100,VERB
sacrifices,0.562,fear,sacrific,92,NOUN
deterioration,0.562,fear,deterior,92,NOUN
eeek,0.562,fear,eeek,84,ADJ
gunpowder,0.562,fear,gunpowd,92,NOUN
misfortune,0.562,fear,misfortun,92,NOUN
ulcer,0.562,fear,ulcer,92,NOUN
incubus,0.562,fear,incubus,92,NOUN
apprehend,0.562,fear,apprehend,100,VERB
lawsuit,0.562,fear,lawsuit,92,NOUN
distressing,0.562,fear,distress,84,ADJ
prisoner,0.562,fear,prison,92,NOUN
jitters,0.562,fear,jitter,92,NOUN
corrupting,0.562,fear,corrupt,100,VERB
thrash,0.562,fear,thrash,92,NOUN
martyr,0.562,fear,martyr,92,NOUN
travesty,0.562,fear,travesti,92,NOUN
duel,0.562,fear,duel,92,NOUN
pitfall,0.562,fear,pitfal,92,NOUN
evasion,0.562,fear,evas,92,NOUN
overpowering,0.562,fear,overpow,100,VERB
vanished,0.562,fear,vanish,100,VERB
impending,0.562,fear,impend,100,VERB
risky,0.562,fear,riski,84,ADJ
martyrdom,0.562,fear,martyrdom,92,NOUN
appalling,0.562,fear,appal,84,ADJ
syncope,0.562,fear,syncop,92,NOUN
polio,0.562,fear,polio,92,NOUN
risk,0.562,fear,risk,92,NOUN
confine,0.562,fear,confin,100,VERB
grave,0.562,fear,grave,84,ADJ
turbulence,0.562,fear,turbul,92,NOUN
degrading,0.562,fear,degrad,100,VERB
punishing,0.562,fear,punish,100,VERB
powerless,0.562,fear,powerless,84,ADJ
incrimination,0.562,fear,incrimin,92,NOUN
freak,0.562,fear,freak,92,NOUN
mange,0.562,fear,mang,92,NOUN
hunter,0.562,fear,hunter,92,NOUN
unsafe,0.561,fear,unsaf,84,ADJ
sin,0.560,fear,sin,92,NOUN
worstfeeling,0.560,fear,worstfeel,100,VERB
perpetrator,0.560,fear,perpetr,92,NOUN
occult,0.559,fear,occult,84,ADJ
intimidation,0.559,fear,intimid,92,NOUN
disable,0.558,fear,disabl,84,ADJ
decay,0.557,fear,decay,92,NOUN
affliction,0.557,fear,afflict,92,NOUN
autopsy,0.557,fear,autopsi,84,ADJ
vulnerability,0.548,fear,vulner,92,NOUN
flood,0.547,fear,flood,92,NOUN
bondage,0.547,fear,bondag,92,NOUN
abhor,0.547,fear,abhor,100,VERB
overthrow,0.547,fear,overthrow,100,VERB
appendicitis,0.547,fear,append,92,NOUN
outcry,0.547,fear,outcri,92,NOUN
cannon,0.547,fear,cannon,92,NOUN
siren,0.547,fear,siren,92,NOUN
growling,0.547,fear,growl,100,VERB
jeopardize,0.547,fear,jeopard,84,ADJ
deformity,0.547,fear,deform,92,NOUN
samurai,0.547,fear,samurai,92,NOUN
neuralgia,0.547,fear,neuralgia,92,NOUN
talons,0.547,fear,talon,92,NOUN
defenseless,0.547,fear,defenseless,84,ADJ
beware,0.547,fear,bewar,100,VERB
noxious,0.547,fear,noxious,84,ADJ
asylum,0.547,fear,asylum,92,NOUN
scorpion,0.547,fear,scorpion,92,NOUN
outburst,0.547,fear,outburst,92,NOUN
derogation,0.547,fear,derog,92,NOUN
enmity,0.547,fear,enmiti,92,NOUN
ailing,0.547,fear,ail,100,VERB
scandal,0.547,fear,scandal,92,NOUN
adder,0.547,fear,adder,92,NOUN
communism,0.547,fear,communism,92,NOUN
thief,0.547,fear,thief,92,NOUN
plunge,0.547,fear,plung,100,VERB
precarious,0.547,fear,precari,84,ADJ
expulsion,0.547,fear,expuls,92,NOUN
mad,0.547,fear,mad,84,ADJ
brigade,0.547,fear,brigad,92,NOUN
needles,0.547,fear,needl,92,NOUN
insanity,0.547,fear,insan,92,NOUN
apparition,0.547,fear,apparit,92,NOUN
senile,0.547,fear,senil,84,ADJ
coercion,0.547,fear,coercion,92,NOUN
gonorrhea,0.547,fear,gonorrhea,92,NOUN
retribution,0.545,fear,retribut,92,NOUN
uprising,0.545,fear,upris,92,NOUN
cemetery,0.541,fear,cemeteri,92,NOUN
badness,0.539,fear,bad,92,NOUN
phantom,0.538,fear,phantom,92,NOUN
abandoned,0.534,fear,abandon,100,VERB
fled,0.534,fear,fled,100,VERB
rejection,0.533,fear,reject,92,NOUN
rebellion,0.531,fear,rebellion,92,NOUN
disembodied,0.531,fear,disembodi,100,VERB
captor,0.531,fear,captor,92,NOUN
stormy,0.531,fear,stormi,84,ADJ
stalk,0.531,fear,stalk,92,NOUN
wrangling,0.531,fear,wrangl,100,VERB
helpless,0.531,fear,helpless,84,ADJ
subjugation,0.531,fear,subjug,92,NOUN
slave,0.531,fear,slave,92,NOUN
hopelessness,0.531,fear,hopeless,92,NOUN
superstitious,0.531,fear,superstiti,84,ADJ
broken,0.531,fear,broken,84,ADJ
manifestation,0.531,fear,manifest,92,NOUN
cowardly,0.531,fear,coward,84,ADJ
abandon,0.531,fear,abandon,92,NOUN
deserted,0.531,fear,desert,100,VERB
jarring,0.531,fear,jar,100,VERB
frenzied,0.531,fear,frenzi,84,ADJ
theft,0.531,fear,theft,92,NOUN
bacterium,0.531,fear,bacterium,92,NOUN
saber,0.531,fear,saber,92,NOUN
manipulation,0.531,fear,manipul,92,NOUN
lawlessness,0.531,fear,lawless,92,NOUN
impotence,0.531,fear,impot,92,NOUN
penetration,0.531,fear,penetr,92,NOUN
swastika,0.531,fear,swastika,92,NOUN
atherosclerosis,0.531,fear,atherosclerosi,92,NOUN
shaking,0.531,fear,shake,100,VERB
carnivorous,0.531,fear,carnivor,84,ADJ
eek,0.531,fear,eek,92,NOUN
leeches,0.531,fear,leech,92,NOUN
buried,0.531,fear,buri,100,VERB
harbinger,0.531,fear,harbing,92,NOUN
endocarditis,0.531,fear,endocard,96,PROPN
failing,0.531,fear,fail,100,VERB
stressed,0.531,fear,stress,100,VERB
punish,0.531,fear,punish,100,VERB
unstable,0.531,fear,unstabl,84,ADJ
freakout,0.531,fear,freakout,92,NOUN
incursion,0.531,fear,incurs,92,NOUN
distrust,0.531,fear,distrust,92,NOUN
suspense,0.529,fear,suspens,92,NOUN
blood,0.525,fear,blood,92,NOUN
bear,0.524,fear,bear,92,NOUN
hiding,0.524,fear,hide,100,VERB
unlawful,0.519,fear,unlaw,84,ADJ
crazy,0.519,fear,crazi,84,ADJ
anxious,0.518,fear,anxious,84,ADJ
cult,0.518,fear,cult,92,NOUN
captive,0.517,fear,captiv,84,ADJ
deportation,0.517,fear,deport,92,NOUN
detainee,0.516,fear,detaine,92,NOUN
enforce,0.516,fear,enforc,100,VERB
suspect,0.516,fear,suspect,84,ADJ
oppress,0.516,fear,oppress,92,NOUN
revulsion,0.516,fear,revuls,92,NOUN
grievous,0.516,fear,grievous,84,ADJ
fang,0.516,fear,fang,101,X
exile,0.516,fear,exil,92,NOUN
insidious,0.516,fear,insidi,84,ADJ
plunder,0.516,fear,plunder,92,NOUN
foreboding,0.516,fear,forebod,100,VERB
intolerance,0.516,fear,intoler,92,NOUN
incite,0.516,fear,incit,100,VERB
sorcery,0.516,fear,sorceri,92,NOUN
emaciated,0.516,fear,emaci,100,VERB
shriek,0.516,fear,shriek,92,NOUN
busted,0.516,fear,bust,100,VERB
helplessness,0.516,fear,helpless,92,NOUN
exacerbation,0.516,fear,exacerb,92,NOUN
biopsy,0.516,fear,biopsi,92,NOUN
badfeeling,0.516,fear,badfeel,100,VERB
relapse,0.516,fear,relaps,92,NOUN
plight,0.516,fear,plight,92,NOUN
growl,0.516,fear,growl,100,VERB
troublesome,0.516,fear,troublesom,84,ADJ
chased,0.516,fear,chase,100,VERB
embolism,0.516,fear,embol,92,NOUN
darkness,0.516,fear,dark,92,NOUN
conspirator,0.516,fear,conspir,92,NOUN
palsy,0.516,fear,palsi,84,ADJ
harshness,0.516,fear,harsh,92,NOUN
unthinkable,0.516,fear,unthink,84,ADJ
sting,0.516,fear,sting,92,NOUN
robber,0.516,fear,robber,92,NOUN
pernicious,0.516,fear,pernici,84,ADJ
smite,0.516,fear,smite,92,NOUN
depression,0.508,fear,depress,92,NOUN
confinement,0.507,fear,confin,92,NOUN
snowmageddon,0.500,fear,snowmageddon,92,NOUN
illegal,0.500,fear,illeg,84,ADJ
eeeek,0.500,fear,eeeek,92,NOUN
towering,0.500,fear,tower,100,VERB
intolerant,0.500,fear,intoler,84,ADJ
subvert,0.500,fear,subvert,100,VERB
cliff,0.500,fear,cliff,92,NOUN
sinful,0.500,fear,sin,84,ADJ
wasp,0.500,fear,wasp,92,NOUN
suppress,0.500,fear,suppress,100,VERB
brute,0.500,fear,brute,84,ADJ
prohibited,0.500,fear,prohibit,100,VERB
suppression,0.500,fear,suppress,92,NOUN
ruined,0.500,fear,ruin,100,VERB
instability,0.500,fear,instabl,92,NOUN
constraint,0.500,fear,constraint,92,NOUN
odious,0.500,fear,odious,84,ADJ
downfall,0.500,fear,downfal,92,NOUN
surrender,0.500,fear,surrend,92,NOUN
raving,0.500,fear,rave,100,VERB
mistrust,0.500,fear,mistrust,92,NOUN
alcoholism,0.500,fear,alcohol,92,NOUN
blob,0.500,fear,blob,92,NOUN
frenetic,0.500,fear,frenet,84,ADJ
scalpel,0.500,fear,scalpel,92,NOUN
vertigo,0.500,fear,vertigo,92,NOUN
prayforme,0.500,fear,prayform,84,ADJ
infarct,0.500,fear,infarct,92,NOUN
defiance,0.500,fear,defianc,92,NOUN
squeamish,0.500,fear,squeamish,84,ADJ
madden,0.500,fear,madden,100,VERB
premeditated,0.500,fear,premedit,84,ADJ
hunting,0.500,fear,hunt,92,NOUN
