text,affect,stems,Unnamed: 3,pos,pos_
blindness,0.516,sadness,blind,92,NOUN
unfriendly,0.516,sadness,unfriend,84,ADJ
delusion,0.516,sadness,delus,92,NOUN
wither,0.516,sadness,wither,100,VERB
stifled,0.516,sadness,stifl,100,VERB
elimination,0.516,sadness,elimin,92,NOUN
unlucky,0.516,sadness,unlucki,84,ADJ
sore,0.516,sadness,sore,84,ADJ
retard,0.516,sadness,retard,84,ADJ
vegetative,0.516,sadness,veget,84,ADJ
stripped,0.516,sadness,strip,100,VERB
sin,0.516,sadness,sin,92,NOUN
sequestration,0.516,sadness,sequestr,92,NOUN
displeased,0.516,sadness,displeas,84,ADJ
accident,0.516,sadness,accid,92,NOUN
dumps,0.516,sadness,dump,100,VERB
hideous,0.516,sadness,hideous,84,ADJ
weakness,0.516,sadness,weak,92,NOUN
decayed,0.516,sadness,decay,100,VERB
unrequited,0.509,sadness,unrequit,84,ADJ
dictatorship,0.509,sadness,dictatorship,92,NOUN
complain,0.509,sadness,complain,100,VERB
lose,0.509,sadness,lose,100,VERB
regrettable,0.509,sadness,regrett,84,ADJ
insecure,0.509,sadness,insecur,84,ADJ
witchcraft,0.508,sadness,witchcraft,92,NOUN
drugged,0.5,sadness,drug,100,VERB
disrespectful,0.5,sadness,disrespect,84,ADJ
unfair,0.5,sadness,unfair,84,ADJ
gonorrhea,0.5,sadness,gonorrhea,92,NOUN
disturbed,0.5,sadness,disturb,100,VERB
rot,0.5,sadness,rot,100,VERB
negative,0.5,sadness,negat,84,ADJ
howl,0.5,sadness,howl,92,NOUN
dolor,0.5,sadness,dolor,92,NOUN
mortality,0.5,sadness,mortal,92,NOUN
mad,0.5,sadness,mad,84,ADJ
atherosclerosis,0.5,sadness,atherosclerosi,92,NOUN
impossible,0.5,sadness,imposs,84,ADJ
crash,0.5,sadness,crash,92,NOUN
injurious,0.5,sadness,injuri,84,ADJ
chronic,0.5,sadness,chronic,84,ADJ
frowning,0.5,sadness,frown,100,VERB
discomfort,0.5,sadness,discomfort,92,NOUN
intolerant,0.5,sadness,intoler,84,ADJ
ungodly,0.5,sadness,ungod,84,ADJ
aftermath,0.5,sadness,aftermath,92,NOUN
explode,0.5,sadness,explod,100,VERB
cringe,0.5,sadness,cring,100,VERB
battled,0.5,sadness,battl,100,VERB
deport,0.5,sadness,deport,100,VERB
nauseous,0.5,sadness,nauseous,84,ADJ
exclusion,0.5,sadness,exclus,92,NOUN
aggravating,0.5,sadness,aggrav,100,VERB
senile,0.5,sadness,senil,84,ADJ
anxiety,0.5,sadness,anxieti,92,NOUN
weary,0.5,sadness,weari,84,ADJ
cytomegalovirus,0.5,sadness,cytomegalovirus,92,NOUN
prosecute,0.5,sadness,prosecut,100,VERB
difficulty,0.5,sadness,difficulti,92,NOUN
bier,0.5,sadness,bier,92,NOUN
bankruptcy,0.5,sadness,bankruptci,92,NOUN
endemic,0.5,sadness,endem,84,ADJ
offended,0.5,sadness,offend,100,VERB
damper,0.5,sadness,damper,92,NOUN
messedup,0.5,sadness,messedup,92,NOUN
coma,0.5,sadness,coma,92,NOUN
evict,0.5,sadness,evict,92,NOUN
