t,a,wc,uwc,ewc,cpc,hc,sc,fc,ac
"Right Tired Want Sleep . Cleaned Pretty Good , Proud . Good Janitor",sadness,13,0.0,0.0,0,3.0,0.0,0.0,0.0
3d version sold regular version !,sadness,6,0.0,0.0,0,0.0,0.0,0.0,0.0
"friends : m deeply sorry moving , miss u !",happiness,10,0.0,0.0,1,1.0,0.0,0.0,0.0
aches chills joined party . cold away ? worse ?,sadness,10,0.0,0.0,0,1.0,0.0,0.0,0.0
bed . stomach ache,sadness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
lappy charger completely dead . . . conserving left battery afford buy new,sadness,13,0.0,0.0,2,1.0,0.0,2.0,1.0
finally accepting fact cute guys taken,sadness,6,0.0,0.0,0,0.0,0.0,0.0,0.0
Honza takes flight Czech Republic morning going miss .,sadness,9,0.0,0.33299999999999996,0,0.0,0.0,0.0,0.0
ah s better snow patrol ! stuck indoors weekend coming fresh air excellent hope sunny !,happiness,16,0.0,0.062,0,3.0,0.0,0.0,0.0
"early loads do- suns , hurrah !",happiness,7,0.0,0.0,0,1.0,0.0,0.0,0.0
Matty le tired .,sadness,4,0.0,0.25,0,0.0,0.0,0.0,0.0
Nite Tweeple . Tomorrow day 25 work .,sadness,8,0.0,0.25,0,0.0,0.0,0.0,0.0
Ahh man getting ready work wanna sleep ! ! !,sadness,10,0.0,0.0,2,0.0,0.0,0.0,0.0
Wish sri panwa,sadness,3,0.0,0.0,0,0.0,0.0,0.0,0.0
"wants listen musiq soulchild , iPod",sadness,6,0.0,0.0,0,0.0,0.0,0.0,0.0
miss seeing fireflies . . . . .,sadness,8,0.0,0.0,4,0.0,0.0,0.0,0.0
2orw ! ! ! ! ! Nooooooo want Newcastle ! ! ! !,sadness,13,0.0,0.077,8,0.0,0.0,0.0,0.0
"bout watch notorious cause feelin . wish eat , . surgery tomorrow . food til saturday",sadness,16,0.0,0.125,1,0.0,0.0,1.0,1.0
going miss Miss Suhana,sadness,4,0.0,0.25,0,0.0,0.0,0.0,0.0
sinks hospital toilets low ? crotch grey suit spattered water ! time Physio,sadness,13,0.0,0.0,0,0.0,0.0,0.0,0.0
sad leave beautiful apartment,sadness,4,0.0,0.0,0,1.0,0.0,0.0,0.0
Waiting bus ! miss car,sadness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
kind lonely answer phone .,sadness,5,0.0,0.0,0,1.0,0.0,0.0,0.0
Rest Peace ADaM 12 GLeNN EPPS . . . . Gone forgotten . . . week . . . Loud da air 4 ya,sadness,24,0.042,0.083,7,1.0,0.0,0.0,0.0
"having worst week , things happen threes",sadness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,0.0
"Bike trail - 1 , Miss J - 0 , teeth - 1 1/2 . . Hopefully ! Vacations suck !",sadness,21,0.048,0.095,1,2.0,0.0,0.0,0.0
Sadly bprohibiting tweeting tonight . Sorry,sadness,6,0.0,0.16699999999999998,0,0.0,0.0,0.0,0.0
miss concert Tuesday . like time machine . . . fun . . .,happiness,14,0.0,0.071,4,2.0,0.0,0.0,0.0
nt sleep ! nt sleep night eather ! * Wabble Wabble *,sadness,12,0.0,0.083,1,0.0,0.0,0.0,0.0
hahaha yeah . twitter,happiness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
"stay away home , india dnt hav gud wireless internet , m fucked",sadness,13,0.0,0.077,1,1.0,0.0,0.0,0.0
Wookei accept psn friend request,sadness,5,0.0,0.0,0,1.0,0.0,0.0,0.0
dad tv loud . creeped cuz m dodgy neighbourhood bush .,sadness,11,0.0,0.0,0,0.0,0.0,0.0,0.0
"nt talk , remembering said . . . good thing fucking bully nasty pieces work arrrrgrrrrrr",sadness,16,0.0,0.0,2,1.0,0.0,2.0,1.0
Watching Jay Leno 2nd Tonight gone day Leno like yearss .,happiness,11,0.0,0.364,0,1.0,0.0,0.0,0.0
got home . . downtown dead . . plus m kinda weather got ta work tomorrow,sadness,16,0.0,0.062,2,1.0,0.0,1.0,1.0
"Yesterday friend thrown horse lorry drove past , ignoring signaling slow",sadness,11,0.0,0.091,0,1.0,0.0,0.0,0.0
Ready work . bothered .,sadness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
"hate working nights , cos able enjoy gorgeous weather , asleep",sadness,11,0.0,0.091,0,1.0,0.0,1.0,1.0
stop relying family going lunch,sadness,5,0.0,0.0,0,1.0,0.0,0.0,0.0
"Changed hairstyle , good supposed N wealth money . . hate hairdresser~~",sadness,12,0.083,0.0,1,2.0,0.0,1.0,1.0
tired summer,sadness,2,0.0,0.5,0,1.0,0.0,0.0,0.0
feels sick .,sadness,3,0.0,0.0,0,0.0,0.0,0.0,1.0
"Mom asking feeling better dargah visit . Dad swears sees + ve "" change "" . amused . yeah , depressed",sadness,21,0.0,0.048,1,1.0,0.0,0.0,1.0
songs want cry . .,sadness,5,0.0,0.0,1,0.0,0.0,0.0,0.0
siblings left . Bored . ( :|,sadness,7,0.0,0.0,2,0.0,0.0,0.0,0.0
"biggest headache right , washed hair wif mum shampoo gross like shampoo way better",happiness,14,0.0,0.0,0,1.0,0.0,0.0,0.0
bus . . . hour late crappy alarm clock Leeuwarden 9:45,sadness,11,0.0,0.182,2,0.0,0.0,0.0,1.0
wish grandmother taken,sadness,3,0.0,0.0,0,0.0,0.0,0.0,0.0
"bummed nt manchester orchestra bc sold , spent night buying tv shows itunes lame",sadness,14,0.0,0.071,0,0.0,0.0,0.0,0.0
"s day , watching Panthers tonight beat Saints ( fingers crossed ) cause QLD teams playing round",sadness,17,0.059000000000000004,0.17600000000000002,0,2.0,0.0,2.0,1.0
"Heading home , yay ! going buy needed bottle wine drink dinner , wallet MIA wine tonight",happiness,17,0.059000000000000004,0.11800000000000001,0,2.0,0.0,0.0,0.0
got home . m effin sad,sadness,6,0.0,0.0,1,1.0,0.0,0.0,0.0
excited blowing candle today . . . [ kid ! ],sadness,11,0.0,0.091,4,2.0,0.0,0.0,0.0
sigh . . . . sad watch series finale . . . . green wing left watch,sadness,17,0.0,0.0,6,0.0,0.0,0.0,0.0
tried dye hair got blond chunk middle hair . Dang .,anger,11,0.0,0.091,0,0.0,0.0,0.0,0.0
fam Big Island said vog bad ocean . Sad !,sadness,10,0.0,0.1,0,0.0,0.0,1.0,1.0
"sunny morning Big K , lawns mow 2 mile run attempt , urgh",sadness,13,0.077,0.154,0,1.0,0.0,0.0,0.0
""" locked abroad "" makes bein half brown good risk mgmt travelin 3rd world . blend . feel sorry hostage magnet white pepo",anger,23,0.0,0.087,0,1.0,0.0,0.0,2.0
Wants milk,sadness,2,0.0,0.0,0,0.0,0.0,0.0,0.0
aww poor tank friend . guild fucking promising main OT . barely gets . ;_;,sadness,15,0.067,0.067,1,1.0,0.0,0.0,0.0
god pisses enter comps win . sore loser,sadness,8,0.0,0.0,0,2.0,0.0,1.0,0.0
Canï¿½t stop loosing . Worst month results . . . Bubble times row .,sadness,14,0.0,0.14300000000000002,2,0.0,0.0,0.0,0.0
"Time bed , oh wish laying",sadness,6,0.0,0.16699999999999998,0,0.0,0.0,0.0,0.0
Today going normal day hope . group pilots large airline come night drink,sadness,13,0.0,0.154,0,1.0,0.0,0.0,0.0
OMG sore shoulder,sadness,3,0.33299999999999996,0.0,0,0.0,0.0,0.0,0.0
tonight SYTYCD online . . . streamed like Hulu paid like iTunes . missed favorite judge sleep .,sadness,18,0.055999999999999994,0.111,2,3.0,0.0,0.0,0.0
"feel sick . . like wanna bed , bothered , 2 work , turn da light , pull da shades n tv type sick",sadness,24,0.0,0.042,1,1.0,0.0,0.0,2.0
Time house chores ! Ugh !,sadness,6,0.0,0.0,0,0.0,0.0,0.0,0.0
"getting ready school . . reading going set Montepulciano , practically crying cause",sadness,13,0.0,0.077,1,0.0,0.0,0.0,0.0
missing Taylor like crazy nt wait till,sadness,7,0.0,0.14300000000000002,0,1.0,0.0,1.0,1.0
good day till twisted ankle mile run,sadness,7,0.0,0.14300000000000002,0,1.0,0.0,0.0,0.0
believe : Tomorrow Night Jay Leno episode Tonight encourage watch welcome Conan .,happiness,13,0.0,0.308,0,2.0,0.0,0.0,0.0
"Changed hairstyle , good supposed be~~N think wealthed money . . hate hairdresser~~ ; (",sadness,15,0.0,0.133,2,2.0,0.0,1.0,1.0
Um k . . Close Eyes . . song makes cry bc mom gone <3 . .,sadness,17,0.0,0.059000000000000004,3,1.0,0.0,0.0,0.0
wake early goddam ? ! 7 . 30 day bummer,happiness,10,0.0,0.2,1,0.0,0.0,0.0,0.0
awoke completely freaked frantic frenzy . going long night .,sadness,10,0.0,0.0,0,1.0,0.0,1.0,3.0
enthusiasm meeeee,sadness,2,0.0,0.0,0,1.0,0.0,0.0,0.0
"drinking nice coffee , got dentist 9 morning",sadness,8,0.0,0.125,0,0.0,0.0,0.0,0.0
"2:08 . CAN'T SLEEP ! ! ! ! ! thought b / c m hungry , whipped pbandj milk . hopefully works ! ! ! !",sadness,26,0.077,0.0,8,1.0,0.0,1.0,0.0
1 tweet 24 hours ? likes tweetboard,sadness,7,0.0,0.28600000000000003,0,1.0,0.0,0.0,0.0
"head killing , sneezing , think boyfriend fell asleep . greaaat",sadness,11,0.0,0.0,0,0.0,0.0,1.0,1.0
roughnight,sadness,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Tired . climb bed fall asleep . hope weekend fun . . . couple weeks left,sadness,16,0.0,0.125,2,2.0,0.0,0.0,0.0
"Bad day , got worse . . .",sadness,8,0.0,0.125,2,0.0,0.0,1.0,1.0
Goodmorning y ! woke early,happiness,5,0.0,0.0,0,1.0,0.0,0.0,0.0
fell asleep waiting ride !,sadness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
Today feels like friday . bad,sadness,6,0.0,0.33299999999999996,0,1.0,0.0,1.0,1.0
m gettin complex followers shrinking want 100 b4 Sunday,sadness,9,0.0,0.222,0,0.0,0.0,0.0,0.0
underpaid need .,sadness,3,0.0,0.0,0,0.0,0.0,0.0,0.0
Disappointment sucks ! getting .,sadness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
"Season 1 Lie . Damn , comes wait .",sadness,9,0.0,0.0,0,0.0,0.0,1.0,0.0
mean monday test monday ! ! ! ! o !,sadness,10,0.0,0.2,3,0.0,0.0,0.0,0.0
birthday .,sadness,2,0.0,0.0,0,1.0,0.0,0.0,0.0
work tired want bed,sadness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
soo happy ! frustrated time ! :] : S . Ohh noo ! ! ! Britney recording new video Radar ! ! ! Sooo ExxCiiTeed ! ! !,happiness,28,0.036000000000000004,0.107,6,1.0,0.0,1.0,0.0
"BOOYA ! ! Sup Tweeps ! ? Happy inFAMOUS day , soon . wait play , need find time",happiness,19,0.053,0.053,2,2.0,0.0,0.0,0.0
Ugh talk bored .,sadness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
Sleeping streets nyc celebrity . . . new . Wish huge blanket,sadness,12,0.0,0.083,2,1.0,0.0,0.0,0.0
splitting headache !,sadness,3,0.0,0.0,0,0.0,0.0,0.0,0.0
OMG . Period cramps FTL . pain .,sadness,8,0.25,0.0,0,0.0,0.0,0.0,1.0
tiffys computer . . . feels different . . . touch different .,sadness,13,0.0,0.0,4,0.0,0.0,0.0,0.0
Bummed missing rock climbing trip week,sadness,6,0.0,0.0,0,0.0,0.0,0.0,0.0
Stuck shitty traffic ! day going crap,sadness,7,0.0,0.0,0,0.0,0.0,0.0,0.0
sick stomach . . headache . . wish come rub temples .,sadness,12,0.0,0.0,2,0.0,0.0,0.0,1.0
good start day left money home . hot day looking free carparks,sadness,12,0.0,0.083,0,4.0,0.0,1.0,0.0
Heavily medicated sleep . Ugh . . .,sadness,8,0.0,0.0,2,0.0,0.0,0.0,0.0
"Grrrrr fuck . remembered later shift today , work hour ! wasted lay opportunity",sadness,14,0.0,0.071,0,0.0,0.0,0.0,0.0
dreading going work . . . . friiiiiday ! ! whoop ! ! !,happiness,14,0.0,0.0,6,0.0,0.0,1.0,1.0
"love ! ? baby hurt , hurt , . WANT WATCH ' NIGHT RUXBURY ' RIGHT ! ! ! !",sadness,20,0.25,0.0,5,2.0,0.0,2.0,2.0
early,sadness,1,0.0,0.0,0,0.0,0.0,0.0,0.0
computer killed combo mirrors edge poor win7 thermal management . . . 75c gpu = sad game,sadness,17,0.0,0.11800000000000001,2,0.0,0.0,1.0,1.0
tummy hurts away cramps ! hate chuu ! ! ! !,sadness,11,0.0,0.0,3,0.0,0.0,2.0,2.0
wanna DBSK oppa Mirotic Concert Thailand ! ! ! WANNA MUCHHHHH . . . * burst tears *,happiness,18,0.16699999999999998,0.222,5,0.0,0.0,0.0,0.0
lost voice . ? torture,sadness,5,0.0,0.0,1,0.0,0.0,1.0,1.0
pretty cold outside today got exam . . .,sadness,9,0.0,0.111,2,0.0,0.0,0.0,0.0
Ugh week push produce pack produced pain !,sadness,8,0.0,0.125,0,0.0,0.0,0.0,1.0
ooh feel sleepy . . . 10:24 . m . nt wanna school 2day . . .,sadness,17,0.0,0.0,6,0.0,0.0,0.0,0.0
Wrong button . . . music biz building .,sadness,9,0.0,0.0,2,1.0,0.0,0.0,0.0
"having flu , swinish - , flu .",sadness,8,0.0,0.0,1,0.0,0.0,0.0,0.0
annoyed work appear blocked facebook . . .,sadness,8,0.0,0.0,2,0.0,0.0,1.0,0.0
"friday ! , technically . . . thursday . dang having work saturday mornings",sadness,14,0.0,0.28600000000000003,3,0.0,0.0,0.0,0.0
20 mins BEJ Semanggi . Traffic Friday * siggghh *,sadness,10,0.1,0.2,0,0.0,0.0,0.0,0.0
missin bro . .,sadness,4,0.0,0.0,1,0.0,0.0,0.0,0.0
feeling great today,sadness,3,0.0,0.33299999999999996,0,1.0,0.0,0.0,0.0
hate feeling listen song completely reminds things emotional,sadness,8,0.0,0.0,0,1.0,0.0,1.0,1.0
come reminds alot person completely broke heart ? cause,sadness,9,0.0,0.0,0,2.0,0.0,0.0,0.0
Ria got G1 phone m jealous,sadness,6,0.16699999999999998,0.16699999999999998,0,0.0,0.0,0.0,0.0
party wiped dead stuff,sadness,4,0.0,0.0,0,1.0,0.0,1.0,1.0
good morning people ! ! good old germany soooo cold,happiness,10,0.0,0.2,1,2.0,0.0,0.0,0.0
lonely need company,sadness,3,0.0,0.0,0,0.0,0.0,0.0,0.0
hates continually getting sick exams,sadness,5,0.0,0.0,0,0.0,0.0,1.0,2.0
stupid weather,sadness,2,0.0,0.0,0,0.0,0.0,0.0,0.0
nt girl like s walet ?,sadness,6,0.0,0.0,0,1.0,0.0,0.0,0.0
"Good Morning , beautiful today . Shame going spend day unpaid taxi driver .",sadness,14,0.0,0.14300000000000002,0,2.0,0.0,0.0,0.0
Telstra biggest Teleco greedy need fast Internet Download Caps !,sadness,10,0.0,0.2,0,0.0,0.0,0.0,0.0
wishes . . . * hc *,happiness,7,0.0,0.0,3,0.0,0.0,0.0,0.0
"apparently misplaced iPod , 30 gb",sadness,6,0.0,0.33299999999999996,0,0.0,0.0,0.0,0.0
disappointed gon na sleep . . . .,sadness,8,0.0,0.0,3,0.0,0.0,0.0,0.0
4 foodshopping cause sick day hospitals blows,sadness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,1.0
seriously heartbroken ! ! !,sadness,5,0.0,0.0,2,0.0,0.0,0.0,0.0
"life beautiful morning , think better way ruin work",happiness,9,0.0,0.0,0,1.0,0.0,1.0,1.0
ouch epic bruise toes lump ankle bad times,sadness,8,0.0,0.0,0,0.0,0.0,1.0,1.0
Epic ocd moment ? deleted sims file spent hours building set favorite food wrong,sadness,14,0.0,0.071,0,1.0,0.0,0.0,0.0
Heading home . banging head way bus,sadness,7,0.0,0.0,0,1.0,0.0,0.0,1.0
hit chin fell hurts ugh . . . work gon na suck,sadness,12,0.0,0.0,2,0.0,0.0,2.0,1.0
uni work weekend . Fun times,sadness,6,0.0,0.16699999999999998,0,1.0,0.0,0.0,0.0
time going home early sucks b single,sadness,7,0.0,0.0,0,1.0,0.0,0.0,0.0
wish nicky home,happiness,3,0.0,0.0,0,1.0,0.0,0.0,0.0
hmm . . Osaka . today . sad . decode ur msg ;) haha nt wait till u 2 Sydney ;D missed tickets tho :o xx,happiness,26,0.038,0.115,1,0.0,0.0,0.0,0.0
"hmm . disappointed . 2 servings , able enjoy stomach wishing company help .",sadness,14,0.0,0.071,0,0.0,0.0,0.0,0.0
cold,sadness,1,0.0,0.0,0,0.0,0.0,0.0,0.0
havin stupid stomach pain . . . Today outing SPH frenz stomach nvr fails dissappoint . Haiz,sadness,17,0.059000000000000004,0.11800000000000001,2,0.0,0.0,0.0,2.0
impossible,sadness,1,0.0,0.0,0,0.0,0.0,0.0,0.0
boo season finales . .,sadness,5,0.0,0.0,1,0.0,0.0,0.0,0.0
huhuhu working new clients motion graphics,happiness,6,0.0,0.0,0,0.0,0.0,0.0,0.0
likes friends hurts u love friend feelings nt . trying sleep . try .,sadness,14,0.0,0.0,0,4.0,0.0,1.0,1.0
going post office try sort ebay hacker thing,sadness,8,0.0,0.0,0,0.0,0.0,0.0,0.0
Bacon Fail Gulb . . . lack chef,sadness,8,0.0,0.0,2,0.0,0.0,0.0,1.0
suprisingly okay . possibly drunk . goodbyes suck,sadness,8,0.0,0.0,0,0.0,0.0,0.0,0.0
wanna,sadness,1,0.0,0.0,0,0.0,0.0,0.0,0.0
"overwhelming finally catching cousin / bff seen years . ah , memories . miss",sadness,14,0.0,0.071,0,0.0,0.0,0.0,0.0
farewell parties ! sad people leaving . .,sadness,8,0.0,0.0,1,1.0,0.0,0.0,0.0
sleepy feeling weather ! ugh ! damn tonsils . need company somebody talk !,sadness,14,0.0,0.0,0,0.0,0.0,1.0,0.0
m ho nt tigerheat tonite,sadness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
Hmmm thinking taking feel better morning - think spoke early,happiness,10,0.0,0.1,0,0.0,0.0,0.0,0.0
feeling bored . . . miss school time,sadness,8,0.0,0.0,2,0.0,0.0,0.0,0.0
stomach EXPLODE wendys tastes good bad ?,anger,7,0.14300000000000002,0.0,0,1.0,0.0,2.0,2.0
nt sleeeeep miss long hairrr,sadness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
mom ok far . missing jaron,sadness,6,0.0,0.0,0,0.0,0.0,0.0,0.0
AWFUL hiccups today fall asleep,sadness,5,0.2,0.2,0,0.0,0.0,0.0,1.0
"Use twitter , quit life",sadness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
Listing old jb music . . . . Going bck 2006and2007 <33 miss tht,sadness,14,0.0,0.071,3,1.0,0.0,0.0,0.0
"woke sleep . txt bff sayin , sounds important 4 hours ago",sadness,12,0.0,0.083,0,0.0,0.0,0.0,0.0
Trending Topics Twitter useful . like middle schoolers passing notes cause class boring .,sadness,14,0.0,0.0,0,1.0,0.0,0.0,0.0
mosquito truck waking,sadness,3,0.0,0.0,0,0.0,0.0,0.0,0.0
boring meeting attend,sadness,3,0.0,0.0,0,0.0,0.0,0.0,0.0
"torn , extended warranty iPhone runs , jailbreak ? got problems battery earpiece",sadness,13,0.0,0.077,0,0.0,0.0,1.0,0.0
friday night fav night week stupid dog training classes,sadness,9,0.0,0.444,0,0.0,0.0,0.0,0.0
"Damn , 4got turn alarm woke 5:45am",sadness,7,0.0,0.0,0,0.0,0.0,1.0,1.0
miss Cary want drink chocolate milk .,sadness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,0.0
m ill hate . seeing doc 5 10 .,sadness,9,0.0,0.111,0,0.0,0.0,1.0,2.0
work twitter phone ! bed thinking funny stuff night ! ( L ) GOOD TIMES !,happiness,16,0.188,0.0,1,1.0,0.0,0.0,0.0
Approaching weekend quickly work left .,sadness,6,0.0,0.16699999999999998,0,0.0,0.0,0.0,0.0
IM SAD IM GIVING . . DIDNT ! ! ! ! : * * - (,sadness,16,0.312,0.0,9,0.0,0.0,0.0,0.0
Disturbed . sold baby tiger met Thailand exotic pet . Greedy bastards,sadness,12,0.0,0.083,0,1.0,0.0,2.0,0.0
"naughty nt dog , sit watch proper dog owners , Brunos life ?",sadness,13,0.0,0.077,0,0.0,0.0,0.0,0.0
", hayfevery today ? ? ? awake 40mins sufferin",sadness,9,0.0,0.222,2,0.0,0.0,0.0,0.0
glad got cleared . lah ! Idk Linda hates . .,sadness,11,0.0,0.091,1,1.0,0.0,1.0,1.0
m cold nt find hoodie,sadness,5,0.0,0.0,0,0.0,0.0,0.0,0.0
"Um , nt episodes 1 - 14 Lost season 5 abc ? ! Good thing m going Vegas distracted tragedy .",sadness,21,0.0,0.095,1,1.0,0.0,0.0,1.0
Going Manila evening . trips Cebu bitin .,happiness,8,0.0,0.375,0,0.0,0.0,0.0,0.0
Mom left . . .,sadness,5,0.0,0.0,2,0.0,0.0,0.0,0.0
chapter 27 . . . probably monday . need comments .,sadness,11,0.0,0.182,2,0.0,0.0,0.0,0.0
". . . need retail therapy , bad . AHHH . . . . . gimme money geebus",sadness,18,0.055999999999999994,0.0,6,1.0,0.0,1.0,1.0
nt sleep tired ! goodnight . . . maybe :/,sadness,10,0.0,0.0,2,0.0,0.0,0.0,0.0
"LA Las Vagas , Nice Trip , Nice Food . . . . lose $ 100 Slot Machine . . .",sadness,21,0.048,0.23800000000000002,5,0.0,0.0,0.0,0.0
"Morning twitties ! Heading college , docs , god hungry streching ears today ! 10 mm ;) payday love !",happiness,20,0.0,0.1,0,3.0,0.0,0.0,0.0
wowowee willie fortune making depressed damn love .,sadness,8,0.0,0.0,0,2.0,0.0,1.0,1.0
Watching Jimmy F . delete social network profiles Jimmy cyber time .,sadness,12,0.083,0.16699999999999998,0,0.0,0.0,0.0,0.0
"Desperately wishing sleep - frazzled Gma , sleep . . :'( bad tonight xx",sadness,14,0.0,0.14300000000000002,2,0.0,0.0,1.0,2.0
allowed calculator exam despite containing laths impossible compute head .,sadness,10,0.0,0.0,0,0.0,0.0,0.0,0.0
3 hours sleep mild hangover = carelessness loss brand new ipod pouch,sadness,12,0.0,0.083,0,0.0,0.0,0.0,1.0
"Wee laddie upset 2 hours . Tried soothing bed , nursing , etc . Nope . 3:30am real food . Blue Clues .",sadness,23,0.0,0.087,0,1.0,0.0,0.0,0.0
playing skate hours . need actually skate . late,happiness,9,0.0,0.111,0,1.0,0.0,0.0,0.0
Ugh d better work,sadness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
lip pierced 30 minutes . died .,sadness,7,0.0,0.14300000000000002,0,0.0,0.0,0.0,1.0
workout planned .,sadness,3,0.0,0.0,0,0.0,0.0,0.0,0.0
aww 15minutes left family guy,sadness,5,0.0,0.2,0,1.0,0.0,0.0,0.0
wanted story ACORN tonight Glen Beck missed,sadness,7,0.14300000000000002,0.28600000000000003,0,0.0,0.0,0.0,0.0
Tv arrived play cos stupid work,sadness,6,0.0,0.0,0,1.0,0.0,0.0,0.0
going bed . . . sexy time UGHHH !,sadness,9,0.111,0.111,2,0.0,0.0,0.0,0.0
pillow,sadness,1,0.0,0.0,0,0.0,0.0,0.0,0.0
miss Feb 23rd 2008 best night entire fucking life . - live night win $ 1million .,sadness,17,0.0,0.11800000000000001,1,1.0,0.0,0.0,0.0
Y AWAKE ! ! ! ! SMH . . . . SUCKS ! ! !,sadness,15,0.267,0.0,8,0.0,0.0,0.0,0.0
having headache colds . . .,sadness,6,0.0,0.0,2,0.0,0.0,0.0,0.0
headache killing need cover boring police event .,sadness,8,0.0,0.0,0,0.0,0.0,1.0,1.0
sooo lost car truly depressing . Pregnant people stressed !,sadness,10,0.0,0.0,0,0.0,0.0,0.0,2.0
"Heathrow Connect ï¿½7 . 40 , thought bargain ( express 15 ) , terminated Hayes / Harlington bus",sadness,18,0.0,0.222,1,0.0,0.0,0.0,1.0
Marley saddest movie cry movies movie mad cry,sadness,8,0.0,0.125,0,0.0,0.0,1.0,1.0
mad m going missing maine tomorrow takes effing day fly florida,sadness,11,0.0,0.273,0,0.0,0.0,1.0,1.0
Fixed favourites . $ 180 heels fell 4 wears,sadness,9,0.0,0.222,0,0.0,0.0,0.0,0.0
going entertain request reducing shipping cost registered post instead courier . . . .,sadness,14,0.0,0.0,3,1.0,0.0,0.0,0.0
dreading work tomorrow wish day,sadness,5,0.0,0.0,0,0.0,0.0,1.0,1.0
tired anxious,sadness,2,0.0,0.0,0,0.0,0.0,0.0,1.0
chilled room baby book missed bro leavin cool stripper shirt said suppoort single moms ! Funny,happiness,16,0.0,0.0,0,1.0,0.0,0.0,0.0
burfday,sadness,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Headache,sadness,1,0.0,0.0,0,0.0,0.0,0.0,0.0
beginning way hard friends,sadness,4,0.0,0.0,0,1.0,0.0,0.0,0.0
mood,sadness,1,0.0,0.0,0,0.0,0.0,0.0,0.0
miss 39th floor view . . .,sadness,7,0.0,0.14300000000000002,2,0.0,0.0,0.0,0.0
awake sleep,sadness,2,0.0,0.0,0,0.0,0.0,0.0,0.0
feel bad . . . sorry,sadness,6,0.0,0.0,2,0.0,0.0,1.0,1.0
Sleep . . . . . . . . better work !,happiness,12,0.0,0.0,7,0.0,0.0,0.0,0.0
Enjoying nice couple dad brother bad anymore . . .,sadness,10,0.0,0.0,2,1.0,0.0,1.0,1.0
"got finished watching marley , cried like fucking baby . . . missing beast like crazy !",sadness,17,0.0,0.0,2,3.0,0.0,2.0,2.0
phone passed away yesterday . . jumped table Searching new phone . . .,sadness,14,0.0,0.071,3,0.0,0.0,0.0,0.0
loves twitter,sadness,2,0.0,0.0,0,1.0,0.0,0.0,0.0
realized fully want ? feelin ' .,sadness,7,0.0,0.0,1,0.0,0.0,0.0,0.0
"Gutted , invited bbq tomorrow night , gon na miss BGT final . . . Wonder wheel TV outside ? ?",sadness,21,0.095,0.095,3,2.0,0.0,0.0,0.0
supposed great weather today 2moro ; luck m stuck work 1 - 10 days !,sadness,15,0.0,0.133,0,1.0,0.0,0.0,0.0
"lost friends , sleepy . . wanna home",sadness,8,0.0,0.0,1,2.0,0.0,0.0,0.0
", missing Sami . . . thought throw . . .",sadness,11,0.0,0.091,4,0.0,0.0,0.0,0.0
miss photofiltre photoscape GIMP damn confusing,sadness,6,0.16699999999999998,0.0,0,0.0,0.0,1.0,0.0
wr0te . . . . got bored previous dayss . . . .,sadness,13,0.0,0.0,7,0.0,0.0,0.0,0.0
4 hungry,sadness,2,0.0,0.5,0,0.0,0.0,0.0,0.0
weddings TV cry ? inner desire eternally happy start rest life ? ?,sadness,13,0.077,0.0,1,2.0,0.0,0.0,0.0
bed sooooo tired ! ! !,sadness,6,0.0,0.0,2,0.0,0.0,0.0,0.0
man . . starting rain real hard . .,sadness,9,0.0,0.0,2,0.0,0.0,0.0,0.0
wrote lyrics new song exciting ! slept stomach worst feeling waking feeling euggh,sadness,13,0.0,0.0,0,1.0,0.0,0.0,0.0
got paid near thought,sadness,4,0.0,0.0,0,0.0,0.0,0.0,0.0
"Wow sunny day , recovering erased files",happiness,7,0.0,0.0,0,1.0,0.0,0.0,0.0
sick years . OMG . sucks bad . Sickness ended including restroom cleanup .,sadness,14,0.071,0.071,0,0.0,0.0,1.0,3.0
"wish 2 days - row . 1 day rest . 3 days , 1 day , 4 days , 1 day . . . Ugh ! ! !",sadness,28,0.0,0.214,4,0.0,0.0,0.0,0.0
"historical Jesus exist ? m finding hard prove , hearsay accounts . . . bugs . . .",anger,18,0.0,0.055999999999999994,5,1.0,0.0,0.0,0.0
thought falling love cause pain . . . good thing phase !,sadness,12,0.0,0.0,2,2.0,0.0,0.0,1.0
wondering friends went . . .,happiness,6,0.0,0.0,2,2.0,0.0,0.0,0.0
Good : drank Jager licked hot asian girl foot . Bad : reminded asian girls .,sadness,16,0.0,0.062,0,1.0,0.0,2.0,1.0
"3 hours sleep night , wants crawl ball sleep 5 hours . work till",sadness,14,0.0,0.214,0,0.0,0.0,0.0,0.0
