text,affect,word_count,upper_word_count,ent_word_count,h_count,s_count,a_count,f_count,cons_punct_count
Mom's personal assistant  ,0.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Call on me! I have a good recipe for a turkey! ,0.000,13.000,0.077,0.000,0.013,0.000,0.000,0.000,0.000
Feeling left out at guelph party ,1.000,6.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
At home sick and today they decide to test the fire alarms in my apartment ,2.000,15.000,0.000,0.067,0.013,0.013,0.000,0.026,0.000
I didnt like how I did personally but it was my 1st try after a couple more I'll know how to be funny and rap in front of a camera. ,3.000,33.000,0.091,0.030,0.013,0.000,0.000,0.000,0.000
"that ain't how it works, that ain't how it goes, and i've been getting high just to balance out the lows ",3.000,26.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Wearing my new Maroon Out shirt (Thank you Mom and Dad! What an awesome surprise!) Eating chili. Visiting w/ my parents while they cook. ,0.000,30.000,0.000,0.067,0.038,0.000,0.000,0.000,0.000
Just woke up. Not time for school. Can't fall back asleep. ,2.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Got my script for the play!! Kinda sad w/ my talking amount ,1.000,14.000,0.000,0.000,0.013,0.013,0.000,0.000,1.000
Getting help with your anger starts with talking to your GP. If you are in Gloucestershire you can call Let's Talk on 0800 073 2200 ,2.000,27.000,0.037,0.074,0.000,0.000,0.000,0.000,0.000
can change the flow of water..if u onceagain thrw bricks of anger it will bcum a dead end wall n not a dam likealways,2.000,26.000,0.000,0.000,0.000,0.013,0.000,0.000,1.000
Driving to downtown buffalo for the first time ever. And i'm all by myself. ,0.000,17.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000
Kayden has pink eye so no school for two to three days. ,0.000,13.000,0.000,0.154,0.000,0.000,0.000,0.000,0.000
"Babysitting: The children are playing ""spit fight."" ",0.000,11.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000
"I'll be working in 2 different kitchens tomorrow, in between a trip to Southmead ",0.000,16.000,0.062,0.125,0.000,0.000,0.000,0.000,0.000
 let the of striking out get in your way. -Babe Ruth,3.000,13.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000
His phone is turned off now :( I won't get to talk to him until his brother gets home so he can use his phone. ,1.000,27.000,0.037,0.000,0.026,0.000,0.000,0.000,0.000
Have been sitting underneath a giant fucking moth for who knows how long. Shoulda seem me bolt out of the room when I saw it. ,3.000,27.000,0.037,0.037,0.000,0.013,0.000,0.000,0.000
Sad BSNL Internet out for more than half a day... Company now using Docomo 2G Internet :) ,1.000,19.000,0.105,0.105,0.000,0.013,0.000,0.000,2.000
if i am not peri i wish i could be a butterfly :) fly high and high and give people joy and happiness :)    ,0.000,25.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000
Missing my flat tummy ): its always super flat in the morning and then in the evening its like hugee :/ ,1.000,21.000,0.000,0.048,0.026,0.013,0.000,0.000,0.000
Today was awful. So bad that I actually enjoyed work more than anything. ,0.000,15.000,0.067,0.067,0.013,0.013,0.000,0.013,0.000
That awkward moment in Duffy lecture hall when you drop something and it goes under the seats in front of you. ,1.000,22.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000
Restore unto me the joy of your salvation; and uphold me with your free spirit. ,0.000,17.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000
Lost my 21st birthday antique ring. Cried. Searched under bed for hours. Boy searched. Phone call from a hotel saying they had it! ,0.000,28.000,0.000,0.071,0.013,0.026,0.000,0.000,0.000
I wanna get the fuck outta this house but it doesn't look like its gonna happen. ,0.000,19.000,0.053,0.000,0.013,0.000,0.000,0.000,0.000
Holiday shopping season is on full swing. Just got rammed by a shopping cart for the first time! ,0.000,20.000,0.000,0.100,0.013,0.000,0.000,0.000,0.000
"""You can't possibly be angry while strumming the ukulele."" — Jake Shimabukuro  ",2.000,17.000,0.000,0.059,0.000,0.000,0.000,0.000,0.000
Well I'm like the only Twilight fan that has to wait until SUNDAY to watch the movie!! ,2.000,20.000,0.100,0.100,0.026,0.000,0.000,0.000,1.000
No matter how much I wanna ask one simple question I know that it might ruin our friendship ,1.000,18.000,0.111,0.056,0.013,0.013,0.000,0.000,0.000
"There is in Christmas decorations, try to find some today and during this holiday season.",0.000,17.000,0.000,0.118,0.026,0.000,0.000,0.000,0.000
damn just realized that I am not going to be able to watch half the hockey game tonight. ,1.000,19.000,0.053,0.105,0.000,0.000,0.000,0.000,0.000
Love can change the worlds view <3 but hate can destroy all man kind!   ,0.000,16.000,0.000,0.062,0.026,0.026,0.000,0.000,0.000
Shit no he's coming over too... oh well I guess.... ,2.000,13.000,0.077,0.000,0.013,0.000,0.000,0.000,5.000
"shattered after work, now got to start psychology revision ",0.000,10.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
"""Disruptive"" is overused in startup business, me having 1/5 of my usual bandwidth is  for real. ",1.000,21.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000
homework and then the gym. then more homework ,0.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
School ended today and I'm leaving some wonderful friends tomorrow! . Headed to Istanbul at high noon.,1.000,20.000,0.050,0.150,0.026,0.000,0.000,0.000,0.000
Finally got fish back in my tank. Now I have something too look at ,0.000,15.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000
Its do joyful when your little sister comes in your room and farts ,0.000,13.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
I will never get tired doing what God has called me to.  The joy of the lord is my strength. ,0.000,23.000,0.043,0.000,0.026,0.000,0.000,0.000,0.000
i need a break. i will stop studying for an hour. YAY. ,0.000,15.000,0.067,0.067,0.013,0.000,0.000,0.000,0.000
When I'm upset I get on youtube and watch Chris browns take you down video a thousand times ,0.000,19.000,0.105,0.105,0.000,0.013,0.000,0.000,0.000
im so tired! XP its not even midnight yet:'( ,1.000,14.000,0.071,0.143,0.000,0.000,0.000,0.000,0.000
"Je suis en TD, j'ai pas fait mon taf et il reste 4 personnes pouvant être interrogée ",3.000,18.000,0.056,0.167,0.000,0.000,0.000,0.000,0.000
Wedding today also :') Tears of ,0.000,6.000,0.000,0.167,0.013,0.013,0.000,0.000,0.000
Don't allow your emotions to control you unless they are feelings of God.    ,0.000,16.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
Zucotti Park is empty except some cops guarding a Christmas Tree.  ,1.000,13.000,0.000,0.154,0.013,0.013,0.000,0.000,0.000
"Last day of class for the semester. Now, 6 finals. ",0.000,13.000,0.000,0.231,0.000,0.000,0.000,0.000,0.000
i LOVE walking to walgreens in the freeeeezing cold. ,0.000,10.000,0.100,0.000,0.013,0.000,0.000,0.000,0.000
boring day. have to run errans for me madre ,0.000,10.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000
"what time is it???  time?? LOOL no, not a chance ",1.000,17.000,0.059,0.000,0.000,0.000,0.000,0.000,3.000
Sumpah gue rindu lo gue kangen lo hanyalah lo yg gue pikirin saat ini ,1.000,14.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000
 was amazing. too bad the finale is next week ,1.000,11.000,0.000,0.091,0.013,0.000,0.000,0.013,0.000
I just want to read and drink tea for the rest of the day loljk I have conditioning and soccer ,0.000,20.000,0.100,0.050,0.000,0.000,0.000,0.000,0.000
"Waited for my replacement phone to be delivered, IT DOESN'T EVEN WORK ",2.000,13.000,0.308,0.000,0.000,0.000,0.000,0.000,0.000
Id Love To Punch You In The Face ,2.000,9.000,0.111,0.111,0.013,0.000,0.000,0.013,0.000
"Happy thanksgiving :) , thanksgiving breakfast then my game. Last cheerleading game of the session ",1.000,16.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000
"Some people just don't understand the concept of ""biting"" ",2.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Everytime I think of you... I get a burning feeling inside . i think that might be . so I'm lettin it go along w. u,2.000,28.000,0.107,0.000,0.000,0.000,0.000,0.000,2.000
Christmas music all day ,0.000,4.000,0.000,0.500,0.026,0.000,0.000,0.000,0.000
At home sick and today is the day they decide to test the fire alarms in my apartment building  ,2.000,20.000,0.000,0.100,0.013,0.013,0.000,0.026,0.000
"That moment when you're expecting a text from someone, you hear your phone chime, but find that it was just an e-mail. ",1.000,28.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"My dad called me fat on my face the other day. So, his punishment was to buy me a new perfume- Gucci Guilty Intense :D ",0.000,27.000,0.037,0.074,0.000,0.026,0.000,0.000,0.000
"ok, me time, then maybe some more me time, then off to bed ",0.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2 hours of biology homework ,0.000,5.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000
Family reunion= weird people you have never met saying I remember when you were a little baby ,0.000,17.000,0.059,0.000,0.026,0.000,0.000,0.000,0.000
A spirit lead decision to Un-complicate my life. I Am Happy ,0.000,14.000,0.143,0.071,0.026,0.000,0.000,0.000,0.000
Go bed with shouting wake up with shouting ,0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Family dinner outing. ,3.000,4.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
goodnight tweoples. you are all important in someone's life. you are all special. you all have a purpose. so live it upp.   ,0.000,29.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
"CRAP! Didn't think I'd have to know and understand statistics ever again... Damn you, Marketing Research!!!!!! ",2.000,27.000,0.074,0.000,0.000,0.000,0.000,0.000,7.000
My plan for Christmas break: shut myself in my room and play Knights of the Old Republic and Mass Effect. Nothing else besides food. ,0.000,27.000,0.000,0.074,0.026,0.000,0.000,0.000,0.000
Born To Die???? There are so many beautiful things to live!& how to waste life is trending on twitter u.u ,1.000,26.000,0.000,0.000,0.013,0.013,0.000,0.000,3.000
For some reason naps make my eyes swell up. I gotta fight the urge to nap now :( ,1.000,20.000,0.050,0.000,0.000,0.000,0.000,0.013,0.000
Had alarm set for 6 for some reason but I am up and buzzing. More thinking Krul will have a busy day today  ,3.000,25.000,0.040,0.160,0.000,0.000,0.000,0.013,0.000
Got powderpuff outfit finally all planned:) ...now homework. ,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
Omg Star Parivar Awards take to a whole new level...Comedy Circus Zindabad!,1.000,15.000,0.000,0.133,0.013,0.000,0.000,0.000,2.000
Just remembered I work at Express on Black Friday. ,0.000,10.000,0.100,0.200,0.000,0.000,0.000,0.000,0.000
Getting through my work list on a saturday evening... and a 50 hour week at Waitrose next week too. ,0.000,21.000,0.000,0.238,0.000,0.000,0.000,0.000,2.000
"FOR EVERY MiNUtE YOU'RE ANGRy, yOU lOSE SiXTy SECONdS Of hAPPiNESS. ",2.000,13.000,0.231,0.077,0.013,0.013,0.000,0.000,0.000
Due giorni fa c'era paul mccartney qui a milano e io non sono potuta andarlo a vedere ,1.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"If it weren't for the mistakes and drops, the  might rise to the level of an average team.   ",1.000,23.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Its like somebody is trying to make me cry tonight! So much  ,1.000,14.000,0.000,0.071,0.013,0.013,0.000,0.000,0.000
Dont you love crouded trains full of year 9s -_- ,0.000,11.000,0.000,0.091,0.013,0.000,0.000,0.000,0.000
so tired just found out that everyone else's night class is cancelled except mine. Now I have nothing to do from 11:30 to 5:45.,0.000,27.000,0.037,0.037,0.000,0.000,0.000,0.000,0.000
"I'm not in the Christmas spirit at all, scene as we're living with two people who curse the fuck if you mention it ",1.000,26.000,0.038,0.077,0.026,0.013,0.000,0.000,0.000
Bringing my grandmother back to north providence ,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Entire day of dance round 2... ,0.000,7.000,0.000,0.143,0.013,0.000,0.000,0.000,2.000
"Courage is mastery of fear, not absence of ",3.000,9.000,0.000,0.000,0.013,0.026,0.000,0.000,0.000
To walk into North Linn tuesday and have somebody walk up to me and say 'Hello Jazz Marie'.,3.000,21.000,0.000,0.095,0.000,0.000,0.000,0.000,0.000
"The other highlight was seeing one of my students receive an important award. I had nominated her, but had no idea she was getting it. ",0.000,28.000,0.036,0.036,0.013,0.000,0.000,0.000,0.000
Python friend is explaining to me how he wrote his own CMS. I cannot seem to convince him to dump his crappy host and learn Django. ,1.000,29.000,0.069,0.069,0.013,0.013,0.000,0.000,0.000
Oh god g-force and his pals are smashed and singing old school tunes downstairs ,0.000,16.000,0.000,0.000,0.026,0.000,0.000,0.026,0.000
Immense  to the FBCV Deaconess Ministry for hosting a very successful open house for the benefit of our  in  ,0.000,22.000,0.045,0.000,0.013,0.000,0.000,0.000,0.000
School..check. Now I have to go get me finger cut open. ,0.000,15.000,0.067,0.000,0.000,0.000,0.000,0.000,1.000
Going downtown to Millennium park today with the family.. in the cold... And rain ,0.000,16.000,0.000,0.125,0.013,0.000,0.000,0.000,3.000
"Magical Zombie& - Black, two Splenda - & in cup! &    ",0.000,15.000,0.000,0.200,0.013,0.000,0.000,0.000,0.000
is failure and the forerunner of failure.,3.000,8.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000
I wish I was at least a tiny bit artistic :/ ,1.000,11.000,0.182,0.000,0.000,0.000,0.000,0.000,0.000
"The wind is so chilling. Got the heater up..wish I could nap with my baby, but I  have studying to do... ",0.000,27.000,0.074,0.000,0.013,0.000,0.000,0.000,3.000
Tired and hungry but finallllly getting my bangs cut (by a professional) ,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000
guess im stayin for the entire class period today.... -__-,0.000,12.000,0.000,0.083,0.000,0.000,0.000,0.000,3.000
So big Sean fell off stage performing son still go hard tho..... ASS ASS ASS ASS ASS ASS ASS ASS ASS!!,1.000,24.000,0.375,0.042,0.000,0.000,0.000,0.000,5.000
dnt piss me off cuz yo face can b just like tht clock issues,2.000,14.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
The problem isn't not knowing it's not wanting to find out ,3.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Omg work is gonna kick my ass 2day 3-11 smh.... ,1.000,14.000,0.000,0.071,0.000,0.000,0.000,0.000,3.000
I lost another button on my winter coat. ,1.000,9.000,0.111,0.111,0.000,0.013,0.000,0.000,0.000
Ready to hit the gym ,2.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
I get pumped up whenever I start disturbing Marsya. Hahahaha later she'll feel like crying. xD,0.000,19.000,0.105,0.053,0.026,0.026,0.000,0.000,0.000
"Used to say jet life, now i say fuck life....now i pop bottles cuz i bottle my emotions..least i put it all in the open ",3.000,30.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000
bud had a madden gathering and didnt invite me ,3.000,10.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000
IM GUH IMMA BE BROKE FOR BLACK FRIDAY ,1.000,8.000,1.000,0.125,0.000,0.000,0.000,0.000,0.000
"Les podcasts, le time-shifting, ... suis en train de comprendre. ",3.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
"Usually when I'm sober, scary movies don't phase me. Otherwise..... ",3.000,15.000,0.067,0.000,0.000,0.000,0.000,0.013,4.000
It Would Start Raining Extra Hard... ,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
Setting My Alarm On For Tomorrow .. .,0.000,8.000,0.000,0.125,0.000,0.000,0.000,0.013,1.000
15 more miles an I'm out of gasoline. Siri find me the nearest gas station I can coast downhill to.  ,1.000,24.000,0.083,0.042,0.000,0.000,0.000,0.000,0.000
"I'm literally finding stuff I've been looking for since the 9th grade, but I still can't find what I'm looking for right now. ",1.000,29.000,0.138,0.034,0.000,0.000,0.000,0.000,0.000
Great now I have to get my wisdom teeth pulled....,0.000,11.000,0.091,0.000,0.013,0.000,0.000,0.000,3.000
Jim's Steakout til 5 am <3  I need to come up with my fake boyfriend's name to keep the creeps away LOLZ,2.000,25.000,0.080,0.120,0.000,0.000,0.000,0.000,0.000
tomorrow is the last day of classes..then a month long break for the holidays =) ,0.000,17.000,0.000,0.176,0.013,0.013,0.000,0.000,1.000
"""A  of a rice cake does not satisfy hunger.""  saying         ...",0.000,17.000,0.059,0.000,0.013,0.000,0.000,0.000,2.000
Its christmas sock season ,0.000,4.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
I'm at a loss of words now. God makes me sooooo happyyy ,0.000,14.000,0.071,0.000,0.013,0.013,0.000,0.000,0.000
"Lo que hace la necesidad , esa vieja lo que me da es ",1.000,13.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000
"when you spend enough time thinking, youll realize decisions never get easier and bad news only gets worse ",1.000,20.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000
I honestly want to keep dancing but my feet hurt :( ,1.000,11.000,0.091,0.000,0.013,0.013,0.000,0.000,0.000
"time to head home soon and go into a food coma, work in the am for black friday ",0.000,19.000,0.000,0.053,0.013,0.013,0.000,0.000,0.000
Super pissed! Tore my favorite fucking Polo today! ,1.000,10.000,0.000,0.100,0.026,0.000,0.000,0.000,0.000
Nothing better then yours daughter's smile when you haven't seen her in a few days. ,0.000,18.000,0.000,0.056,0.026,0.000,0.000,0.000,0.000
any idea how to transform anger about someone's helplessness into something positive? ,2.000,14.000,0.000,0.000,0.013,0.013,0.000,0.000,0.000
 pour un gros repas  pour max. d'énergie demain matin. ,0.000,13.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Why is it that whenever someone close is mad at you it is the only person you really want to talk to... ,1.000,23.000,0.000,0.000,0.013,0.013,0.000,0.000,2.000
I need a Taylor Lautner fan friend. I dont have hardly no one who I can talk about how beautiful he is with. lol!,1.000,28.000,0.107,0.036,0.026,0.000,0.000,0.000,0.000
is built from disconnection fron the Source who provides peace,2.000,10.000,0.000,0.100,0.013,0.000,0.000,0.000,0.000
We must come to understand that Love has dual hands /& cautious if wandering for Love’s might is laundering  ,3.000,22.000,0.000,0.091,0.026,0.000,0.000,0.000,0.000
Back to the class I hate the most because I'm so lazy in it .... AP Spanish. ,0.000,19.000,0.158,0.105,0.000,0.013,0.000,0.000,3.000
Annoying people who rung you and then hang up once you pick up the phone ,2.000,15.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
Wing mirror taken off by some bastard whilst i was in Sainsburys; i now officially have none that work. ,2.000,21.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000
Yesterday i have the best dream! Khloe replay to and i were so happy! It was SO real! ,1.000,21.000,0.048,0.095,0.026,0.000,0.000,0.000,0.000
Best thing on tv at the moment;  Lions losing to Green Bay  at least some people I know will be quiet this weekend. ,0.000,27.000,0.037,0.111,0.000,0.013,0.000,0.000,0.000
So tired.. Getting ready then off to grandmas house! I wish I had money to shop tonight,0.000,19.000,0.105,0.053,0.013,0.000,0.000,0.000,1.000
Wow ! Well done little mix love their version of cannonball ! Xmas no 1 :) ! Now for present wrapping !! Haha xxx,0.000,25.000,0.000,0.040,0.051,0.000,0.000,0.000,1.000
7 hour car ride! ,0.000,5.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000
If a female fuck with me she has to kno two thing.U have to kno how to cook n u  to kno how to  my dick b lol,2.000,32.000,0.031,0.031,0.000,0.000,0.000,0.000,0.000
cool pennfield closed...I still have to go to classy kcc tomorrow ,0.000,13.000,0.077,0.154,0.013,0.000,0.000,0.000,2.000
As it's the weekend I'm taking this 11.30 slump and crawling back into my bed rather than pushing through it. ,0.000,23.000,0.043,0.043,0.000,0.000,0.000,0.000,0.000
"If I were to step out rite now, 75% chance ima run into traffic, mind its 4 am ",1.000,23.000,0.043,0.043,0.000,0.000,0.000,0.000,0.000
"~it takes  for Hercules to walk onto a stage, but Herculean amounts of it for a child to perform a first recital.~ ~",3.000,25.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000
off to sunny p-town tomorrow ,0.000,7.000,0.000,0.143,0.013,0.000,0.000,0.000,0.000
Got to love Christmas time:) ,0.000,7.000,0.000,0.143,0.026,0.000,0.000,0.000,0.000
"Oh god, you know it's going to be a LONG day when you're on your second cuppa in 20 mins. ",0.000,24.000,0.042,0.125,0.013,0.013,0.000,0.000,0.000
"I know I don't follow many people back, but I do know the feeling you get when someone doesn't follow you ",2.000,24.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
Yet another set of tablets to take just have to wait 7 billion hours for my prescription now,0.000,18.000,0.000,0.056,0.000,0.000,0.000,0.000,0.000
Half a day today ,0.000,4.000,0.000,0.250,0.000,0.000,0.000,0.000,0.000
Long day filled with unfinished math homework ahead of me ,0.000,10.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
"""people think that  is a sign of weakness...It is that is a sign of weakness...patience is a sign of strength."" ~ Dalai Lama",2.000,31.000,0.000,0.000,0.000,0.026,0.000,0.000,4.000
"You know when someone says something and you just think 'next time, why not just punch me in the face'? Yeah, that. Over dinner. ",0.000,31.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000
That sad moment when i don't know that she lied to me. :( ,1.000,15.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000
Candle and my pink Christmas tree ,0.000,6.000,0.000,0.167,0.013,0.000,0.000,0.000,0.000
Monday's not even over and already my weekend is jam packed!! ,0.000,14.000,0.000,0.143,0.000,0.000,0.000,0.000,1.000
Another day in my crazy life ,0.000,6.000,0.000,0.167,0.000,0.000,0.000,0.013,0.000
6th form taster day today ,0.000,5.000,0.000,0.600,0.000,0.000,0.000,0.000,0.000
Dance rehearsal for the rest of my night.. ,0.000,9.000,0.000,0.111,0.013,0.000,0.000,0.000,1.000
"J'ai pas devoir pour lundi , j'suis heureux .. ",0.000,9.000,0.000,0.111,0.000,0.000,0.000,0.000,1.000
Sitting in on my training session on the new aido platform..,0.000,12.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Life is so unbelievably short - most of us don't even realise it! ,1.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Just got back from my first workout in 12 days thanks to a nasty cold. Felt sooooo good to kill some weights again! ,0.000,25.000,0.000,0.080,0.026,0.013,0.000,0.000,0.000
Just found a Twitter account dedicated to bad punning. ,0.000,10.000,0.000,0.100,0.000,0.000,0.000,0.013,0.000
Don't believe the lies. Look me in my eyes. Please don't be scared of me. ,3.000,20.000,0.000,0.000,0.013,0.013,0.000,0.013,0.000
My birthday is next Sunday. I'm only turning 20 so I still have to drink illegally. ,1.000,19.000,0.105,0.105,0.013,0.000,0.000,0.013,0.000
My phone is bi-polar... It dnt wanna cooperate wit me ryt nw ... Need 2 send it in 4 repairs,2.000,23.000,0.000,0.087,0.000,0.000,0.000,0.000,4.000
Shit!  best go be a bus wanker. ,0.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
well back to Findlay with a lump in my throat and a stomach ache... ,0.000,15.000,0.000,0.067,0.013,0.013,0.000,0.000,2.000
I Don't Feel Comfortable Calling My Father Daddy ,0.000,9.000,0.111,0.000,0.013,0.000,0.000,0.000,0.000
I feel like a total selfish bitch :( ,1.000,8.000,0.125,0.000,0.013,0.000,0.000,0.000,0.000
I love writing and recieving letters. ,0.000,7.000,0.143,0.000,0.013,0.000,0.000,0.000,0.000
"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",3.000,20.000,0.000,0.050,0.013,0.000,0.000,0.000,0.000
of losing my spark haunts me everyday,3.000,7.000,0.000,0.000,0.000,0.013,0.000,0.013,0.000
My sister is stealing  my clothes ! ,0.000,8.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
About to pick out some outfits for family pictures. Alone. ,0.000,12.000,0.000,0.000,0.013,0.013,0.000,0.000,0.000
"Don't believe the lies look me In the eyes, please don't be scared of me ",3.000,18.000,0.000,0.000,0.013,0.013,0.000,0.013,0.000
Gotta do it all tomorrow thou. My Friday night will consist of ; writing a paper and a load of algebra. ,0.000,24.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000
Mother daughter bonding day ,0.000,4.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
My bus has broken down on lambton quay. ,0.000,9.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
Fighting every urge to rip these stitches out. ,2.000,9.000,0.000,0.000,0.000,0.000,0.000,0.013,0.000
"Oh, it gets even sadder... Apparently he just started his own business and they're his first potential investors or something..... ",1.000,24.000,0.000,0.042,0.000,0.000,0.000,0.000,6.000
"No matter what emotions the night holds, the morning always holds something better! ",0.000,15.000,0.000,0.133,0.000,0.000,0.000,0.000,0.000
The 4year old barked orders to my director friend while decorating the christmas tree this evening. Biting his tongue he was. ,0.000,23.000,0.000,0.087,0.026,0.000,0.000,0.000,0.000
I recently saw a 3 digit number which - for the first time in about a decade - starts with a 1. Checked it twice. . . AAAAAHHHHH!!!!! ,0.000,35.000,0.057,0.114,0.000,0.000,0.000,0.000,4.000
I don't want this fucking christmas whitout you ! ,1.000,10.000,0.100,0.000,0.013,0.000,0.000,0.000,0.000
"Ah, coupons for free birthday food begin. ",0.000,9.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000
Nearly just went flying because of puddle cross ice death trap outside front door. ,0.000,15.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
I love it when Rhema Radio plays an entire Newsboys album in one go! ,0.000,15.000,0.067,0.200,0.026,0.000,0.000,0.000,0.000
"Whatever you do, don't mess with my coffee ",2.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
why does Thanksgiving Time feel 10x faster than SD Time?  ,1.000,12.000,0.083,0.167,0.013,0.000,0.000,0.000,0.000
"Fuck you. That's all I have to say. Wait. One more time, FUCK YOU. ",2.000,20.000,0.150,0.050,0.000,0.000,0.000,0.000,0.000
" my father, but he already passed away 10years ago ",1.000,11.000,0.000,0.091,0.000,0.000,0.000,0.000,0.000
...and guess what song just popped in my head. ,3.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
The moment when he stares another person down and you're the reason. ,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
I lost my  pin today..... ,1.000,7.000,0.143,0.143,0.000,0.013,0.000,0.000,4.000
"Ah yes, now that 2.30am sleep time is starting to kick in. ",0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Congrats Becka! Don’t forget for the next 5 days tell us what brings you for a chance to win some TBS goodies! x,0.000,26.000,0.038,0.115,0.038,0.000,0.000,0.000,0.000
We live in a society where pizza gets to your house before the fireman .    ,1.000,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Forever stomach pains ,1.000,3.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
i wonder what happen to  lol just fell off the side of the map huh? ,1.000,17.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
"I wish I could go to the black Friday sale at target. I want pointless stuff that I wouldn't buy if it wasn't like ""free"" ",1.000,30.000,0.133,0.033,0.026,0.000,0.000,0.013,0.000
More bird poop on my car...,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
I think I'm scared of what the future holds. I was wishing for some things and now am used to those. ,3.000,24.000,0.125,0.000,0.000,0.000,0.000,0.013,0.000
Bout to head home and finish 100 questions that are due tomorrow for my computer software class. ,0.000,18.000,0.000,0.111,0.013,0.000,0.000,0.000,0.000
Oooo just been offered a brand new laptop with zero cost! Shame it's spam :( ,1.000,17.000,0.000,0.059,0.000,0.013,0.000,0.000,0.000
Sooooo done with studying I need a massage and a cuddle buddy :-/ mode,1.000,14.000,0.071,0.000,0.013,0.000,0.000,0.000,0.000
the happiness when I tick something off in my planner ,1.000,10.000,0.100,0.000,0.013,0.000,0.000,0.000,0.000
Im addicted to getting tested.my doc tired of seeing me. And I dont even get sex like I would want it.. ,3.000,25.000,0.120,0.040,0.026,0.000,0.000,0.000,1.000
"... for remember, fear doesn't exist anywhere except in the mind."" - Dale Carnegie ",3.000,18.000,0.000,0.056,0.000,0.013,0.000,0.000,2.000
