0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77
7.000,13.000,6.000,8.000,6.000,11.000,15.000,2.000,8.000,9.000,8.000,3.000,15.000,3.000,15.000,3.000,3.000,16.000,15.000,8.000,15.000,8.000,2.000,8.000,2.000,6.000,13.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,1.000,8.000,13.000,8.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
6.000,1.000,1.000,8.000,13.000,8.000,15.000,2.000,8.000,13.000,8.000,10.000,15.000,13.000,8.000,10.000,15.000,13.000,1.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
8.000,10.000,15.000,10.000,12.000,10.000,12.000,8.000,13.000,3.000,15.000,6.000,12.000,15.000,15.000,8.000,10.000,15.000,11.000,3.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,6.000,1.000,8.000,13.000,6.000,1.000,15.000,6.000,8.000,8.000,15.000,2.000,11.000,15.000,2.000,8.000,13.000,11.000,15.000,1.000,1.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
12.000,15.000,3.000,3.000,3.000,5.000,3.000,6.000,8.000,15.000,8.000,15.000,13.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3.000,15.000,11.000,15.000,10.000,3.000,8.000,2.000,6.000,8.000,13.000,13.000,13.000,13.000,13.000,13.000,13.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
8.000,16.000,16.000,16.000,16.000,8.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
6.000,8.000,15.000,15.000,3.000,2.000,12.000,9.000,8.000,3.000,13.000,13.000,,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,11.000,2.000,6.000,1.000,8.000,7.000,1.000,8.000,5.000,15.000,7.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,3.000,8.000,13.000,2.000,9.000,8.000,10.000,15.000,1.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,15.000,2.000,15.000,3.000,7.000,11.000,15.000,11.000,15.000,3.000,11.000,15.000,1.000,3.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
2.000,6.000,1.000,8.000,2.000,6.000,8.000,13.000,11.000,15.000,3.000,3.000,2.000,8.000,13.000,,13.000,6.000,10.000,15.000,6.000,1.000,1.000,8.000,8.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,3.000,15.000,1.000,13.000,11.000,15.000,15.000,,14.000,15.000,2.000,11.000,13.000,13.000,6.000,15.000,15.000,3.000,11.000,15.000,8.000,13.000,12.000,12.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
6.000,2.000,6.000,8.000,1.000,10.000,15.000,15.000,10.000,3.000,11.000,15.000,6.000,15.000,8.000,15.000,2.000,6.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1.000,8.000,,8.000,13.000,1.000,8.000,14.000,8.000,2.000,11.000,9.000,13.000,8.000,8.000,10.000,14.000,3.000,14.000,2.000,13.000,8.000,2.000,1.000,8.000,13.000,8.000,,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,15.000,2.000,8.000,2.000,8.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
7.000,13.000,6.000,1.000,,8.000,6.000,12.000,13.000,6.000,15.000,6.000,1.000,8.000,2.000,6.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,15.000,6.000,8.000,8.000,10.000,15.000,6.000,8.000,13.000,6.000,8.000,8.000,13.000,,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
8.000,15.000,15.000,10.000,15.000,8.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,15.000,6.000,8.000,15.000,2.000,6.000,1.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3.000,15.000,6.000,1.000,8.000,11.000,3.000,15.000,10.000,15.000,10.000,6.000,1.000,8.000,13.000,,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1.000,8.000,13.000,,8.000,15.000,3.000,6.000,8.000,13.000,,1.000,8.000,13.000,3.000,6.000,8.000,6.000,15.000,15.000,8.000,8.000,10.000,15.000,13.000,,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,6.000,8.000,8.000,8.000,13.000,11.000,4.000,3.000,15.000,8.000,12.000,10.000,15.000,8.000,1.000,11.000,15.000,6.000,8.000,8.000,3.000,3.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
6.000,8.000,2.000,6.000,8.000,15.000,10.000,15.000,2.000,8.000,8.000,13.000,5.000,11.000,15.000,15.000,2.000,6.000,8.000,8.000,8.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,1.000,5.000,15.000,3.000,1.000,8.000,15.000,3.000,2.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,15.000,15.000,10.000,6.000,8.000,2.000,6.000,8.000,3.000,3.000,2.000,11.000,15.000,13.000,15.000,15.000,6.000,8.000,10.000,5.000,11.000,3.000,15.000,5.000,15.000,11.000,8.000,3.000,11.000,15.000,15.000,15.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,15.000,15.000,6.000,8.000,6.000,8.000,5.000,6.000,1.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
7.000,13.000,6.000,8.000,2.000,8.000,8.000,15.000,3.000,13.000,,5.000,11.000,3.000,15.000,6.000,1.000,8.000,8.000,2.000,6.000,8.000,13.000,,12.000,11.000,3.000,15.000,8.000,10.000,15.000,13.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,15.000,6.000,1.000,3.000,11.000,15.000,10.000,15.000,11.000,15.000,2.000,6.000,8.000,15.000,2.000,6.000,8.000,3.000,2.000,11.000,15.000,11.000,6.000,8.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,11.000,13.000,11.000,3.000,15.000,2.000,2.000,6.000,1.000,8.000,8.000,11.000,15.000,3.000,15.000,10.000,15.000,13.000,,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,6.000,8.000,3.000,13.000,15.000,2.000,8.000,2.000,8.000,2.000,12.000,2.000,6.000,8.000,3.000,11.000,15.000,15.000,8.000,1.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,3.000,3.000,15.000,15.000,11.000,15.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3.000,4.000,3.000,15.000,2.000,6.000,8.000,8.000,8.000,13.000,15.000,3.000,3.000,15.000,6.000,8.000,3.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
8.000,12.000,9.000,13.000,12.000,16.000,16.000,1.000,8.000,13.000,,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
12.000,4.000,3.000,15.000,13.000,3.000,11.000,4.000,3.000,15.000,10.000,2.000,6.000,12.000,10.000,12.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,1.000,3.000,11.000,15.000,11.000,11.000,15.000,6.000,8.000,5.000,11.000,15.000,3.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3.000,15.000,6.000,3.000,13.000,15.000,8.000,2.000,11.000,5.000,15.000,2.000,11.000,15.000,15.000,1.000,2.000,11.000,10.000,15.000,11.000,13.000,,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,15.000,1.000,10.000,15.000,2.000,11.000,15.000,1.000,11.000,4.000,15.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1.000,2.000,15.000,,8.000,11.000,2.000,9.000,8.000,13.000,2.000,6.000,1.000,8.000,13.000,15.000,3.000,2.000,15.000,13.000,3.000,15.000,6.000,8.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
12.000,15.000,13.000,1.000,8.000,8.000,8.000,2.000,8.000,8.000,12.000,9.000,13.000,8.000,13.000,12.000,8.000,8.000,8.000,7.000,15.000,13.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,15.000,15.000,1.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
12.000,12.000,10.000,15.000,3.000,1.000,8.000,13.000,3.000,13.000,8.000,2.000,8.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3.000,15.000,9.000,8.000,2.000,6.000,8.000,5.000,8.000,15.000,10.000,15.000,8.000,12.000,1.000,13.000,,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
1.000,8.000,13.000,1.000,8.000,13.000,3.000,3.000,6.000,1.000,8.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
8.000,1.000,8.000,2.000,15.000,1.000,2.000,8.000,15.000,11.000,6.000,8.000,13.000,,2.000,6.000,8.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,3.000,15.000,6.000,8.000,15.000,11.000,2.000,6.000,8.000,7.000,15.000,3.000,15.000,1.000,2.000,11.000,5.000,15.000,11.000,6.000,8.000,15.000,3.000,1.000,13.000,,8.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
3.000,1.000,11.000,15.000,10.000,15.000,6.000,8.000,2.000,12.000,12.000,5.000,3.000,15.000,11.000,2.000,6.000,8.000,8.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,15.000,3.000,15.000,6.000,1.000,8.000,2.000,1.000,8.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,8.000,3.000,3.000,4.000,3.000,3.000,15.000,11.000,2.000,8.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,15.000,9.000,1.000,8.000,5.000,6.000,8.000,15.000,3.000,15.000,8.000,8.000,13.000,,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
12.000,12.000,3.000,13.000,15.000,2.000,11.000,15.000,15.000,1.000,13.000,1.000,8.000,5.000,6.000,8.000,2.000,2.000,6.000,8.000,3.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
8.000,10.000,15.000,1.000,13.000,8.000,2.000,12.000,10.000,8.000,2.000,6.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
6.000,8.000,8.000,2.000,12.000,8.000,15.000,1.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
6.000,8.000,15.000,15.000,8.000,5.000,15.000,11.000,2.000,11.000,15.000,10.000,15.000,8.000,2.000,11.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
11.000,15.000,15.000,13.000,11.000,15.000,15.000,6.000,13.000,8.000,13.000,2.000,8.000,13.000,3.000,6.000,8.000,2.000,11.000,13.000,8.000,15.000,2.000,15.000,6.000,8.000,15.000,13.000,3.000,13.000,1.000,2.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
8.000,2.000,6.000,1.000,8.000,8.000,,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
6.000,1.000,8.000,13.000,5.000,6.000,3.000,15.000,8.000,2.000,6.000,1.000,8.000,2.000,8.000,8.000,13.000,15.000,15.000,6.000,8.000,6.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
12.000,12.000,8.000,11.000,15.000,11.000,2.000,1.000,8.000,3.000,3.000,,6.000,15.000,3.000,6.000,8.000,2.000,6.000,12.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
15.000,3.000,2.000,6.000,8.000,15.000,3.000,1.000,13.000,11.000,15.000,15.000,6.000,1.000,8.000,2.000,6.000,8.000,13.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18.000,18,18,18.000,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
