text,affect,word_count,upper_word_count,ent_word_count,h_count,s_count,a_count,f_count,cons_punct_count
"Head is killing me , practice tonight ",0.000,7.000,0.000,0.143,0.000,0.013,0.000,0.000,0.000
"2 hours left in work, laptop battery says 2 hours 12 minutes. ",0.000,14.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000
First day of work tomorrow.. ,0.000,6.000,0.000,0.333,0.000,0.000,0.000,0.000,1.000
School tomorrow and I still can't sleep ,0.000,8.000,0.125,0.125,0.000,0.000,0.000,0.000,0.000
"Sit at the bar: expect to watch ESPN. Sit at the bar, become updated on Jerry Sandusky's child sex scandal. ",0.000,25.000,0.040,0.080,0.013,0.000,0.000,0.013,0.000
The start of active reading notes begins today ,0.000,8.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
Bout to be up all night doing homework ,0.000,8.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
Up extra early to finish homework ,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Joy Is The Best Name,,. So Simple So Pretty ",0.000,12.000,0.000,0.083,0.013,0.000,0.000,0.000,1.000
Ok bubble bath time nite tweeps <3  n ;-*,0.000,12.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000
I can't wait to just sleep in tomorrow! I must study tonight and tomorrow and the next night oh and 3 essays due!,0.000,26.000,0.077,0.192,0.000,0.000,0.000,0.000,0.000
"It seems as i gain a follower, i lose one. Stuck at 123. ",1.000,16.000,0.000,0.125,0.000,0.013,0.000,0.000,0.000
Concered my of hights today! Went all the way to the top of climbing! Sooo proud and beat enrique on quad biking!:D love my girls x,3.000,28.000,0.000,0.071,0.026,0.013,0.000,0.000,0.000
Finally boarding the plane. See you all at twelve ,0.000,10.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000
Seek out the inside those who you are celebrating with this Thanksgiving.  You may be their only hope.,0.000,21.000,0.000,0.048,0.038,0.000,0.000,0.000,0.000
Yes!  Dan Aykroyd and John Candy!   aw. Heart attack joke.  ,1.000,17.000,0.000,0.118,0.013,0.026,0.000,0.000,0.000
Blacks search their entire genealogy to find one person tht wasn't jus so they can say they 1/4 _____ ,1.000,24.000,0.000,0.083,0.000,0.000,0.000,0.000,0.000
"Arrived home to find 4 fire and power trucks w/flashing lights on my block. Yep, the whole block is pitch black and without power... ",0.000,29.000,0.000,0.034,0.038,0.000,0.000,0.013,2.000
David black ass making me feel uncomfortable ,0.000,7.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000
2 hours down. Only about 9 left. My turn to drive and cops are out everywhere. ,0.000,19.000,0.000,0.105,0.000,0.000,0.000,0.000,0.000
"i already got all my christmas presents, so i have nothing to open... ",1.000,15.000,0.000,0.000,0.026,0.000,0.000,0.000,2.000
Ugh to fail a math test today ,0.000,7.000,0.000,0.143,0.000,0.013,0.000,0.000,0.000
"Mom and dad are coming to BG to eat with me, then time to study my life away until Tuesday ",0.000,21.000,0.048,0.095,0.000,0.000,0.000,0.000,0.000
Family Christmas Card todayyy ,0.000,4.000,0.000,0.250,0.026,0.000,0.000,0.000,0.000
Home alone for the first time since summer ,0.000,8.000,0.000,0.250,0.026,0.013,0.000,0.000,0.000
besides what incentives do u even have to offer gay couples to be criminalizing their marriage. ,1.000,17.000,0.000,0.000,0.013,0.000,0.000,0.013,0.000
"I've said it before, and I'll say it again, maybe you learn something this time: is what makes a clear mind clouded.",2.000,28.000,0.071,0.000,0.000,0.000,0.000,0.000,0.000
"i hate it when girls have no respect for themselves and walk around acting like complete idiots to get a bit of attention from a guy, ",2.000,27.000,0.000,0.000,0.038,0.013,0.000,0.000,0.000
I was looking forward to my pasta dinner today .. ,1.000,10.000,0.100,0.100,0.000,0.000,0.000,0.000,1.000
Aww... I don't think we have Basketball practice this week. ☹,1.000,14.000,0.071,0.071,0.000,0.000,0.000,0.000,2.000
Babysitting a small child with a BIG attitude ,0.000,8.000,0.125,0.000,0.000,0.000,0.000,0.000,0.000
Dennis just pulled a paper crane out of his pocket and let it fall to the ground and told me I wasn't getting another one... ,1.000,27.000,0.037,0.037,0.000,0.000,0.000,0.000,2.000
Thank you you guys for all the support we will be playing at either 3 45 or 5 so come watch your favorite team ,3.000,24.000,0.000,0.083,0.038,0.000,0.000,0.000,0.000
"I just realised, to go to bed I'm going to have to take off my party hat. ",1.000,20.000,0.100,0.000,0.013,0.000,0.000,0.000,0.000
Finally getting to sleep after a long and work filled day..just to wake for another day just like it. ,0.000,22.000,0.000,0.091,0.013,0.013,0.000,0.000,1.000
Feel Bad Today :( In Desperate Need Of A Hug.... ,1.000,11.000,0.091,0.000,0.013,0.013,0.000,0.013,3.000
"""A glad heart makes a cheerful face, but by sorrow of the heart the spirit is broken."" Proverbs 15:13 Be joyful!  ",0.000,27.000,0.037,0.037,0.077,0.026,0.000,0.000,0.000
"Games I love to play on the original Xbox: Buffy, Voodoo Vince. Games I don't have for original Xbox: Buffy, Voodoo Vince. ",1.000,29.000,0.069,0.138,0.026,0.000,0.000,0.000,0.000
"Imagen if there really were 12 days of christmas... That means 12 days of presents, 12 days of feasting, 12 days of getting hammered ",0.000,27.000,0.000,0.185,0.026,0.000,0.000,0.000,2.000
Oh partyyy. I get to wake up at 6:30 tomorrow morning!! ,0.000,14.000,0.071,0.214,0.000,0.000,0.000,0.000,1.000
Jolo I seriously don't know what to get my MOTHER EFFER SECRET SANTA!!!!! ,2.000,19.000,0.263,0.000,0.013,0.000,0.000,0.000,4.000
Dance parties in STJ parking lot with my best friend...,0.000,11.000,0.091,0.091,0.038,0.000,0.000,0.000,2.000
Parents evening tomorrow night… ,0.000,5.000,0.000,0.600,0.000,0.000,0.000,0.000,0.000
I wanna just fuck someone up really bad and just walk away ,2.000,12.000,0.083,0.000,0.000,0.000,0.000,0.013,0.000
The third Sunday of advent is all about joy.  What does the of Christ mean in your life?,0.000,21.000,0.000,0.095,0.026,0.000,0.000,0.000,0.000
This tweet was sent to vent my feelings ,1.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
had the same headache for three days straight ,0.000,8.000,0.000,0.125,0.000,0.000,0.000,0.000,0.000
"...who have told me to ring the 800 number, who are now not picking up the phone ",0.000,19.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
I can wait to see the return of factor tomorrow. My wife however is not,3.000,16.000,0.062,0.062,0.000,0.000,0.000,0.000,0.000
My dad took the ipod in the beginning of my gift and my curse. Since its pandora i cant get it back.  ,1.000,26.000,0.000,0.000,0.013,0.013,0.000,0.000,0.000
Trying to find something to about the place but I have found I have done everything already :c ,1.000,19.000,0.105,0.000,0.000,0.000,0.000,0.000,0.000
Family pictures today. ,0.000,4.000,0.000,0.250,0.013,0.000,0.000,0.000,0.000
Awe the money in the world couldn't give me the I'm feeling .!!!,0.000,18.000,0.056,0.000,0.013,0.000,0.000,0.000,2.000
I gotta start paying attention! I missed my 1400th tweet! ,1.000,13.000,0.154,0.000,0.000,0.013,0.000,0.000,0.000
"Throat hurts, headache, runny nose. I would like to stay in bed please..... Or I could go to work for 12 hours ",0.000,26.000,0.077,0.038,0.026,0.013,0.000,0.000,4.000
Another long day and another tomorrow ,0.000,6.000,0.000,0.167,0.000,0.013,0.000,0.000,0.000
Listening to everything by lifehouse makes me incredibly happy ,0.000,9.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
Goood Thing Coach Gibson Loves Me Cause I'm Late Every Single Day.  ,1.000,15.000,0.067,0.133,0.013,0.000,0.000,0.000,0.000
So basically im the Counselor of our group that has split.....,0.000,13.000,0.000,0.077,0.000,0.000,0.000,0.000,4.000
Ver capítulos de Boston Legal  :) que sea la última temporada :(,1.000,13.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000
"finished work, now for homework ",0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
I'll get my result of high school. ,3.000,9.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000
Tomorrow I am off therefore I will do homework all night tonight ,0.000,12.000,0.167,0.167,0.000,0.000,0.000,0.000,0.000
Making bows for christmas ,0.000,4.000,0.000,0.250,0.013,0.000,0.000,0.000,0.000
is... Seeing someone's eyes light up as you agree with their idea. You are recognizing their worth. Every human wants and needs this.,0.000,28.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
I think I'm the only person in btec dance today ,0.000,11.000,0.182,0.091,0.013,0.000,0.000,0.000,0.000
Being the reason of a friend's smile. ,0.000,9.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000
School busses make me want to kill myself. ,0.000,9.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
Currently wishing I was at the Taylor Swift concert at MSG tonight. Havn't been to a concert in a while. ,1.000,22.000,0.091,0.136,0.000,0.000,0.000,0.000,0.000
"Garacias a ti, es seguroo que el clima esta en el alma!! ",3.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000
Pretty sure I have step throat and I get to work 11:30 p.m. to 8 a.m. tonight. ,0.000,18.000,0.111,0.111,0.000,0.000,0.000,0.000,0.000
Headache first thing in the morning :(,0.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Im now missing an integral part of my story :-\  ,1.000,13.000,0.077,0.000,0.000,0.013,0.000,0.000,0.000
"Mon voisin de train d'hier soir s'est sifflé 7 bières, un paquet de nicorette et a communiqué avec sa vitre pendant trois heures. ",3.000,25.000,0.000,0.120,0.000,0.000,0.000,0.000,0.000
 driving and sneezing on the highway,3.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Completed my workout session for the day. Next task to attack: memorize all the bones of the skull. ,0.000,21.000,0.000,0.048,0.026,0.013,0.000,0.000,0.000
home for the end of My Best Friends Wedding ,0.000,9.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000
Why did I throw the only thing I was going to eat today away? ! Smh. Now everywhere is closed..,2.000,23.000,0.087,0.043,0.013,0.000,0.000,0.000,1.000
really? The buses are running in this? Person who decides if the buses run your   ,2.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"I cry 2 tears , one for  one for im just happy to be here :)",0.000,18.000,0.056,0.167,0.013,0.026,0.000,0.000,0.000
My ears are ringing ... How will I ever fall asleep? Oh and just found out I have an 8 o'clock ortho appt ,0.000,24.000,0.083,0.042,0.000,0.000,0.000,0.000,2.000
I will spend most of my day before my birthday studying for my permit test...  ,0.000,17.000,0.059,0.059,0.013,0.000,0.000,0.000,2.000
Test and presentation tomorrow. ,0.000,5.000,0.000,0.200,0.013,0.000,0.000,0.000,0.000
so. the yarn I need to finish this blanket off has been discontinued. ,0.000,15.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000
Wow ! Well done little mix love their version of cannonball ! Xmas no 1 :) ! Now for present wrapping !! Haha xxx,0.000,25.000,0.000,0.040,0.051,0.000,0.000,0.000,1.000
Esperando al treen gran fiesta en ,0.000,6.000,0.000,0.167,0.013,0.000,0.000,0.000,0.000
Courage is knowing what not to fear. - Plato   ,3.000,11.000,0.000,0.091,0.000,0.013,0.000,0.000,0.000
"And know that I pop bottles because I bottle my emotions, at least I put it all in the open ",3.000,21.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000
"Aww, the world's oldest dog dies in Japan! I always see that dog in the news. ",1.000,20.000,0.050,0.050,0.000,0.013,0.000,0.000,0.000
wish I could grow a good looking beard ,1.000,8.000,0.125,0.000,0.013,0.000,0.000,0.000,0.000
Tae kwon doe test and cheer pictures...,0.000,8.000,0.000,0.125,0.013,0.000,0.000,0.000,2.000
"I haven't got mad or upset in sooooo long, ",0.000,11.000,0.091,0.000,0.000,0.038,0.000,0.000,0.000
"just put cheese slices on toast, melted under the grill, with beans and scrambled egg! ",0.000,18.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
4 of 6 speedways in Midland don't have pizza ,2.000,10.000,0.000,0.300,0.000,0.000,0.000,0.000,0.000
Oh how I hate country day. ,0.000,7.000,0.143,0.143,0.000,0.013,0.000,0.000,0.000
What would you be doing right now if you wasn't afraid... Don't let stop you!!!!,3.000,22.000,0.000,0.000,0.000,0.000,0.000,0.013,5.000
my room is always a mess after getting ready ,2.000,9.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Christian means ""Christ-like"".  Jesus presented the up-side of what sinners wanted to be vs the down-side of what they weren't! ",0.000,32.000,0.000,0.062,0.051,0.013,0.000,0.000,0.000
"Sitting at FSU, just chilling with friends. Still waiting to get acceptance letters from the colleges I applied too.  ",3.000,23.000,0.087,0.043,0.013,0.000,0.000,0.000,0.000
This sickness and her silent treatment blew the winds out of my confession sails ,1.000,14.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
shit nabura lht ng files ko sa USB ksama pa nmn dun ung mga pics ng  =(( un,1.000,20.000,0.050,0.050,0.000,0.000,0.000,0.000,0.000
Someone needs to invent a dream recorder.. Cause I be so sad when I forget my dreams.. ,1.000,19.000,0.105,0.000,0.026,0.013,0.000,0.000,2.000
My heart is turned to sugar cane!& am so lucky to have such divinely loving friends.   ,0.000,20.000,0.000,0.000,0.064,0.000,0.000,0.000,0.000
When I go home shit don't look the same. ,1.000,11.000,0.091,0.000,0.013,0.000,0.000,0.000,0.000
Well if you enjoyed Man U going out of the Champions League tune to freeview channel 33 where you can watch the 2nd half all over again ,0.000,27.000,0.037,0.111,0.038,0.000,0.000,0.000,0.000
About to go attempt to take our Christmas card picture at the Xmas tree farm  ,0.000,17.000,0.000,0.059,0.026,0.000,0.000,0.000,0.000
"my english teacher never gives us homework, but today she decides to gives us loads to do over christmas ",0.000,20.000,0.000,0.050,0.013,0.000,0.000,0.000,0.000
I missed the leadership training today. ,1.000,7.000,0.143,0.143,0.000,0.013,0.000,0.000,0.000
Going somewhere to get baked chicken then finding out they baked it in gravy   ,1.000,15.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"1 Timothy 4:12 let no 1 depise u 4 your youth, but set the believers an example n speech, n conduct, n love n faith, n purity ",0.000,31.000,0.000,0.065,0.026,0.000,0.000,0.000,0.000
I'd venture to say I'm about halfway through my massive paper. ,0.000,14.000,0.143,0.000,0.000,0.000,0.000,0.000,0.000
after 2 hours of procrastinating I'm finally going back to Due West ,0.000,13.000,0.077,0.077,0.000,0.000,0.000,0.000,0.000
" everyone this month is the biggest of all, with  and  2012 round the corner now. May u all find RT**",0.000,27.000,0.037,0.074,0.000,0.000,0.000,0.000,0.000
Trying to teach my nan how to use her new  ... I think it'd be easier to train a monkey! ,0.000,23.000,0.043,0.000,0.000,0.000,0.000,0.000,2.000
The Greatest is the feeling Of Giving unconditionally with No Expectations andand wanting Nothing in return !,0.000,17.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Waiting for the sun to come out and shine on me one day.  for depleted ,0.000,17.000,0.000,0.059,0.013,0.000,0.000,0.000,0.000
That awkward moment when your DAD asks you when you're getting a boyfriend. ,1.000,15.000,0.067,0.000,0.000,0.000,0.000,0.000,0.000
Another Indian party tonight. ,0.000,5.000,0.000,0.400,0.013,0.000,0.000,0.000,0.000
"O me pongo a estudiar ya, o me quedo sin y sin ir al pueblo ;$",0.000,18.000,0.056,0.000,0.000,0.026,0.000,0.000,0.000
Thank u to all the amazing people who r following me!!!! Luv ya guys!!!!! :D ,0.000,24.000,0.042,0.042,0.026,0.000,0.000,0.000,7.000
"Kind miss playing EVE Online, still, It just eats up wayyyy too much time. ",1.000,17.000,0.059,0.059,0.026,0.013,0.000,0.000,0.000
Conditioning does not sound appealing today.. ,0.000,7.000,0.000,0.143,0.000,0.000,0.000,0.000,1.000
car ride home... ,0.000,4.000,0.000,0.000,0.013,0.000,0.000,0.000,2.000
only if failing wasnt my biggest i wouldn't go to school tomorrow smh.,3.000,16.000,0.000,0.062,0.000,0.013,0.000,0.000,0.000
1 week of school then finals :),0.000,7.000,0.000,0.143,0.000,0.000,0.000,0.000,0.000
the feeling of when you've finished all you homework :D ,0.000,11.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000
The moment when your girlfriend is too busy to text you cause she is playing video games  and :P,1.000,20.000,0.050,0.000,0.013,0.000,0.000,0.000,0.000
I don't wanna go get my allergy shots then sit there for thirty minutes to make sure my throat doesn't close.. ,2.000,24.000,0.042,0.042,0.013,0.013,0.000,0.000,1.000
"sad thing is yoway is next door n i havent even gone yet, ",1.000,15.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
you'd think you wouldn't be able to experience a place in just 4 months but when I take a look at my TO memory wall she looks full. ,0.000,31.000,0.065,0.032,0.000,0.013,0.000,0.000,0.000
Sat next to a TriGuy on the plane this afternoon. We talked of our love affairs with our bikes.   ,0.000,22.000,0.000,0.045,0.013,0.000,0.000,0.000,0.000
"The day I first met you, you told me you'd never fall  but now that I know you, I know is what it really was!",3.000,30.000,0.100,0.067,0.000,0.000,0.000,0.000,0.000
"Lo que hace la necesidad , esa vieja lo que me da es ",1.000,13.000,0.000,0.077,0.000,0.000,0.000,0.000,0.000
When I dnt eat all day when I do finally eat I eat anything and EVERYTHING ,1.000,16.000,0.250,0.062,0.000,0.000,0.000,0.000,0.000
They that sow in tears shall reap in joy {S.O.P} SHALL Re~~~aP shall REAp in {holding} JO~~~~~~~~~OOY [ATB]-  ,0.000,24.000,0.167,0.000,0.013,0.013,0.000,0.000,0.000
and then sent out the ladder. This is just another reason why I am quitting lance. ,2.000,18.000,0.056,0.000,0.000,0.000,0.000,0.000,0.000
At home  with 10 year olds who have had too much mountain dew.. ,0.000,15.000,0.000,0.067,0.013,0.000,0.000,0.000,1.000
wish this fucking fog would clear so i can  drive back to sheffield already ,2.000,15.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000
Jesus knows how ur wired and he knows how 2 motivate u accordingly. His is ur strength! Experience his pleasure and performance flows easy!,0.000,27.000,0.000,0.074,0.026,0.000,0.000,0.000,0.000
You know you're becoming a grow up when you finally decide it's time to throw out your jerry and maury buttons ,1.000,23.000,0.000,0.043,0.000,0.000,0.000,0.000,0.000
Stuck in the medical room with two year 7s boasting about how many detentions they have ,0.000,16.000,0.000,0.062,0.000,0.000,0.000,0.000,0.000
Really wish I was at home right now with an endless cup of tea and a good book on my Kindle app... In Bed. ,0.000,26.000,0.038,0.038,0.026,0.000,0.000,0.000,2.000
Isaiah has been in the bathroom for 10 min singing hymns and remixing Jesus loves me ,0.000,16.000,0.000,0.188,0.038,0.000,0.000,0.000,0.000
"I have this weird urge to draw, but I can't find my old sketch book. ",1.000,18.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000
I feel like I'm losing my voice. ,0.000,9.000,0.222,0.000,0.013,0.013,0.000,0.000,0.000
Fell asleep and now I have a mark on my forehead ,0.000,11.000,0.091,0.000,0.000,0.000,0.000,0.000,0.000
And then I am reading positive reactions of people who want to help me with my book by contributing their input. ,0.000,22.000,0.045,0.000,0.013,0.000,0.000,0.000,0.000
I love it when I have enough time off between jobs to actually shampoo my  brushes. ,0.000,18.000,0.111,0.000,0.013,0.000,0.000,0.000,0.000
"Give me a cigarette. I want a fucking cigarette. I want to destroy me, shit! love hurts too much. . I want to smoke.  ",1.000,31.000,0.097,0.000,0.013,0.026,0.000,0.000,0.000
Working on my history project...,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
loyalty day at church today ,0.000,5.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000
C'est officiel : La moustache ne me va pas. ,1.000,10.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000
"The seed of suffering in you may be strong, but don't wait until you have no more suffering before allowing happiness. by T. Nhat Hanh ",0.000,28.000,0.036,0.036,0.013,0.026,0.000,0.000,0.000
REdecorated the Christmas tree wif my mama (: ,0.000,8.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
Somehow I've got to get to trend. That way I can have another way to spread fear across the world without needing an inhaler.,3.000,27.000,0.074,0.000,0.000,0.013,0.000,0.000,0.000
Rainy Mondays in November...brrrrrrr and curiously beautiful.  ,0.000,11.000,0.000,0.182,0.013,0.000,0.000,0.000,2.000
"Your day will consist of consequences or conclusions..laziness, will bring consequences.. Planning, Diligence will conclude your day w- ",0.000,23.000,0.000,0.043,0.000,0.000,0.000,0.000,2.000
I would hate to have a baby mom that's a baby girl ,3.000,13.000,0.077,0.000,0.026,0.013,0.000,0.000,0.000
"wait. that was a joke, too, I think. wait. wait. what is life   ",0.000,20.000,0.050,0.000,0.000,0.000,0.000,0.000,0.000
nanakaw yung iTouch ng Kuya ko hinoldap sha :( yun pa naman gamit ko pang twitter tas marami akong naka favorite na vids doon :(,1.000,25.000,0.000,0.120,0.013,0.000,0.000,0.000,0.000
Last class with naomi gal ,1.000,5.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
True hollywood story of casey anthony ,2.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Okay awesome! I got my brother hooked on Snow White! :) ,0.000,13.000,0.077,0.077,0.026,0.000,0.000,0.000,0.000
love it when work hit me with an extra 2hrs added on my shift tomorrow ,0.000,15.000,0.000,0.067,0.013,0.000,0.000,0.000,0.000
"A now has a new trick to get out of sleeping. ""I go potty."" ",0.000,18.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000
I hear factor is back on the air.,3.000,9.000,0.111,0.000,0.000,0.000,0.000,0.000,0.000
Phone just flipped out at me for shutting off its charging source. Looks like the power is out. ,0.000,20.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000
"When Im not okay, I always tend to spend more than the usual. fvck ",1.000,17.000,0.118,0.000,0.000,0.000,0.000,0.000,0.000
Orthodontist apt. today. ,0.000,5.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000
Working 3 to 11 at the nursing home. ,0.000,9.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
Goodnight ♥ I'm going to curl up with my book and fall asleep with words and amazing imagery dancing in my head. ,0.000,24.000,0.042,0.000,0.026,0.000,0.000,0.000,0.000
Only running 40 minutes late ,0.000,5.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000
"""If you  someone tell him or her. Forget about the rules or the of looking ridiculous.""",3.000,21.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
"Just watched Nightmare City.  Congratulations Umberto Lenzi, High Tension no longer has the shittiest plot twist ever. ",2.000,21.000,0.000,0.095,0.000,0.000,0.000,0.013,0.000
Fear is the mind-killer. I will face my fear. I will permit it to pass over me and through me ,3.000,24.000,0.083,0.000,0.000,0.026,0.000,0.000,0.000
I missed  last night for the first time since the show aired. ,1.000,14.000,0.071,0.143,0.000,0.013,0.000,0.000,0.000
When you make a promise with the one that you trust and the break it like a toothpick ,1.000,18.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
Gonna put my hands to something productive and make it count aint nobody gonna take it...,0.000,20.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
Irredeemable vol. 6 and 7 to go and then I will be out of comics for the rest of my trip ,1.000,22.000,0.045,0.091,0.000,0.000,0.000,0.000,0.000
My son is dancing uncontrollably to Istanbul (not Constantinople). Love this! ,0.000,15.000,0.000,0.133,0.026,0.000,0.000,0.000,0.000
Formal dress shopping ,0.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
I hope they fix my car ASAP.... ,1.000,8.000,0.250,0.000,0.013,0.000,0.000,0.000,3.000
So happy I've got my phone back! Sounds sad but it's like my life ,1.000,17.000,0.059,0.000,0.026,0.013,0.000,0.000,0.000
Anna and I are hanging with the Bailey Bunch at the U of M volleyball game.   ,0.000,18.000,0.167,0.056,0.000,0.013,0.000,0.000,0.000
No it doesnt kinda make me mad... IT DOES MAKE ME MAD! ,2.000,15.000,0.333,0.000,0.000,0.026,0.000,0.000,2.000
when everyone watches that tv show that you never did but you can't start watching it now because you're already 10 episodes behind ,1.000,25.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000
"You gotta love Isaiah. He said, ""With joy you will draw water from the wells of salvation."" (Isaiah 12:3 NIV) ",0.000,28.000,0.036,0.071,0.038,0.000,0.000,0.000,0.000
My Xmas tree is too big for my apartment... ,1.000,10.000,0.000,0.100,0.013,0.000,0.000,0.000,2.000
An enraged person only gets angrier when you say “I completely understand.”       ,2.000,16.000,0.062,0.000,0.013,0.000,0.000,0.000,0.000
Stuck waiting for bus to Eccles now I can see this taking about a hour to get work ,0.000,18.000,0.056,0.111,0.000,0.000,0.000,0.000,0.000
That. Man in the news got on to much foundation ,0.000,11.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Lo ga takut untuk mencintai, yang lo takutin adalah tidak dicintai balik.  ",3.000,15.000,0.000,0.067,0.000,0.000,0.000,0.000,0.000
"You are my refuge, You are my strength. As I pour out my heart these things I remember--You are faithful God FOREVER.   ",0.000,28.000,0.107,0.000,0.038,0.000,0.000,0.000,0.000
"Time to lay it on down leavin early 2ma , ",1.000,10.000,0.000,0.100,0.000,0.000,0.000,0.000,0.000
Helping mom write a book chapter today. She said my book can. E next as long as someone wants to hear my story. ,0.000,26.000,0.038,0.038,0.000,0.013,0.000,0.000,0.000
When fat bitches complain about their weight- NO ONE TOLD YOU TO EAT MCDONALDS ! /: ,2.000,17.000,0.412,0.059,0.000,0.013,0.000,0.000,0.000
"""Anger is the key to all  Imam Jaffar al Sadiq (as)  ",2.000,16.000,0.000,0.062,0.000,0.000,0.000,0.000,0.000
Done writing my physic's essay ! :),0.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Swimming in 55 degree weather ,0.000,5.000,0.000,0.200,0.000,0.000,0.000,0.000,0.000
And off to work I go...in the rain and wind ,0.000,12.000,0.083,0.000,0.000,0.000,0.000,0.000,2.000
Art teacher isn't even hear ,0.000,6.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Biz Rules, Wire Frames all done. Now eight hours of cross checking EVERYTHING. ",0.000,16.000,0.062,0.188,0.000,0.000,0.000,0.000,0.000
"Wish I could watch the parade, but apparently that's not done here. ",1.000,15.000,0.067,0.000,0.013,0.000,0.000,0.000,0.000
"That moment when your shower gets really cold and youre just like ""fuck this!!"" ",2.000,19.000,0.000,0.000,0.013,0.000,0.000,0.000,1.000
"left school, sick. ",0.000,5.000,0.000,0.000,0.000,0.013,0.000,0.000,0.000
"Anticipation!!!! & Of Anarchy in a few hours!! Can't believe there's only 2 episodes left, tho!! ",1.000,27.000,0.000,0.074,0.000,0.000,0.000,0.013,5.000
"Ontem fiz trança embutida com o cabelo molhado e quando fui dormir fiz um coque, ai agora soltei o cabelo e ele continua molhado o.O",3.000,26.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000
"Ugh, I keep wanting to change my display picture but it won't let me! ",1.000,17.000,0.059,0.000,0.000,0.000,0.000,0.000,0.000
" for Woden's Day: On the dotted line,& pirate made his black X,& not the treasure.&   ",0.000,25.000,0.040,0.040,0.013,0.000,0.000,0.000,0.000
Atleast we got a glimpse of nice weather ,1.000,8.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Got my classes set up for the spring! Now off to work... ,0.000,14.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000
thursdays make me unhappy. this day better go quick.. one final and a test ,0.000,16.000,0.000,0.188,0.000,0.013,0.000,0.000,1.000
Woken by a munchkin at 7.30am! Amazingly late! And he's whizzed back to join the big boys in the sleepout  Ms5 asleep beside me ,0.000,28.000,0.000,0.000,0.013,0.000,0.000,0.000,0.000
why won't asos accept my nus number? grrrrr ,2.000,10.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Yay! There's a new teen mom but with the same moms from last season. haha,0.000,18.000,0.000,0.056,0.013,0.000,0.000,0.000,0.000
"I've done some silly things in my life, but last night really takes the biscuit. ",2.000,18.000,0.056,0.056,0.013,0.000,0.000,0.000,0.000
"Feeling accomplished tonight...Found a new yoga class I love, baked some yummy treats for work and caught up w/an old friend.  ",0.000,28.000,0.036,0.036,0.051,0.000,0.000,0.000,2.000
