0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
better,feel,alarm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
slip,feel,bit,shaken, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
understand,gamer,feel,s,littl,shi,featur, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,confus,life,teenag,jade,year,old,man, , , , , , , , , , , , , , , , , , , , , , , , 
believ,feel,iran,fear,place,complet,shut,world,step,goal,communic, , , , , , , , , , , , , , , , , , , , , 
feel,insecur, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,hesit,write,letter,standpoint, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,talk,tortur,give,browni,recip,go,given,equal,emphasi,variat, , , , , , , , , , , , , , , , , , , , , 
leav,feel,uncertain,said,right,thing, , , , , , , , , , , , , , , , , , , , , , , , , , 
wrote,septemb,feel,weird, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wish,bottl,calm,nightstand,feel,uncertain, , , , , , , , , , , , , , , , , , , , , , , , , , 
work,hard,constrain,particular,insan,enjoy,pursuit,feel,pressur,perfect,beat,nt, , , , , , , , , , , , , , , , , , , , 
feel,terrifi,adult,big,air,quot,cours,magic,chang,feel,nostalg,childhood,m,readi,stage,life, , , , , , , , , , , , , , , , 
feel,threaten,presenc, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
sure,said,feel,littl,uncertain, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,frantic,get,thing,quick,know,temp,drop,know,go,hard,freez,night, , , , , , , , , , , , , , , , , , , 
fear,anguish,felt,exam, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
good,show,need,m,good,situat,feel,vulner, , , , , , , , , , , , , , , , , , , , , , , , 
don,t,rememb,feel,terrifi,storm,blew,think,lie,didn,t,fear,anxieti, , , , , , , , , , , , , , , , , , , 
feel,shaki,upset,distraught, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
attempt,cup,o,joe,feel,kinda,shaki,back,opt,water, , , , , , , , , , , , , , , , , , , , , , 
suppos,expect,learn,spend,time,time,goe,feel,confus, , , , , , , , , , , , , , , , , , , , , , , 
foolish,feel,bit,hesit, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
nt,person,feel,distraught,told,way,mess, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,assault,ad,heavi,blog,s,visual,inform, , , , , , , , , , , , , , , , , , , , , , , , 
feel,shaken,angri,husband,keep,lie,sexahol,start,feel,mad,god, , , , , , , , , , , , , , , , , , , , , 
rememb,clear,feel,frighten,began,cri,smallest,littl,girl, , , , , , , , , , , , , , , , , , , , , , , 
feel,reluct,tire,homesick,feel,got,leav,kelantan, , , , , , , , , , , , , , , , , , , , , , , , 
feel,doubt,kind,retreat,gon,na,use, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,somewhat,indecis,want,celebr,anniversari, , , , , , , , , , , , , , , , , , , , , , , , , , 
continu,feel,uncomfort,lash,think,caus,discomfort,abl,discomfort,start, , , , , , , , , , , , , , , , , , , , , , 
feel,insecur,today, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
trust,care,provid,test,whatnot,complet,hubbi,pray,decid,feel,pressur,will,given,care,need,bring,babi,world,healthili,possibl, , , , , , , , , , , , 
know,feel,tortur, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,littl,unsur,book, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
tire,feel,afraid, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,bit,hesit,regard,teach,feel,like,fish,water, , , , , , , , , , , , , , , , , , , , , , , 
feel,crazili,indecis,impuls, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,frighten, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
know,bitch,trife,wanna,comment,tri,feel,inhibit, , , , , , , , , , , , , , , , , , , , , , , , 
began,feel,suspici,ask,guy,charg,ask,intern,termin,transfer,bus, , , , , , , , , , , , , , , , , , , , , 
start,understand,artist,author,feel,fear,conserv,group,tri,ban,work, , , , , , , , , , , , , , , , , , , , , 
feel,littl,strang,barrier, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,helpless,cri,make,thing,worst, , , , , , , , , , , , , , , , , , , , , , , , , , 
gain,rais,son,outlook,differ,nt,feel,frighten,have,life,life,like,came, , , , , , , , , , , , , , , , , , , 
woke,feel,bit,distraught, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,nice,neurot, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,fear,time,pass, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
sure,effect,feel,afraid, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
choic,feel,like,foundat,give,attitud,get,shaken, , , , , , , , , , , , , , , , , , , , , , , , 
feel,insecur,write, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
thought,feel,anxious,know,go,away,boy,wrong, , , , , , , , , , , , , , , , , , , , , , , , 
feel,lighter,inhibit,singl,day, , , , , , , , , , , , , , , , , , , , , , , , , , , 
start,feel,like,read,articl,don,t,mistak,use,word,instead,word,etc,start,make,feel,nervous,write,style,slow,thing, , , , , , , , , , , 
feel,hesit, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
believ,boogi,man,exist,feel,frighten,vulner, , , , , , , , , , , , , , , , , , , , , , , , , 
hate,feel,like,control,paranoid,thought, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,nervous,guess,s,mom,feel,babi,spread,wing, , , , , , , , , , , , , , , , , , , , , , , 
began,feel,shaki,dizzi,troubl,focus, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,insecur,nt, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
start,feel,get,intimid,famili,race,ethnic,felt,superior,feel,inferior,better,peopl, , , , , , , , , , , , , , , , , , , 
feel,bit,reluct,accept,fact,eat,ksb,cautious, , , , , , , , , , , , , , , , , , , , , , , , 
won,t,feel,suspici,power,struggl,local,church,m,sure, , , , , , , , , , , , , , , , , , , , , , 
feel,reluct,assign,individu,work,despit,person,prefer,think,harm,student,learn, , , , , , , , , , , , , , , , , , , , 
feel,kind,place,unsur, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
tri,spend,time,dog,possibl,feel,overwhelm,client,work,simpli,uninspir,ll,jump,car,dog,scout,new,locat, , , , , , , , , , , , , , 
feel,reluct,money,sens, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,uncertain,point,suppos, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,uncertain,write,religion,histori,write,thing, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,reluct,leav,home, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,littl,bit,terrifi,yes,honest, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,doubt,total,job,keighley, , , , , , , , , , , , , , , , , , , , , , , , , , , 
linger,tabl,finish,punch,feel,shi,strut,stuff, , , , , , , , , , , , , , , , , , , , , , , , 
rememb,feel,frighten,sat,watch,daughter,carri,sea,dad,play,sea,water,thigh,forgot,watch,minut, , , , , , , , , , , , , , , , 
earnest,feel,like,minim,live,beneath,mean,uncertain,time, , , , , , , , , , , , , , , , , , , , , , , 
feel,reluct,ask,borrow,check,mail, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,scare,ill,properti,size,make,scare,book,holiday,time,find,properti,let,organis,pack, , , , , , , , , , , , , , , , , 
start,feel,paranoid, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,doubt, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,insecur,nt,predict,go,paint,life, , , , , , , , , , , , , , , , , , , , , , , , , 
open,heart,life,get,hard,feel,fear,lost, , , , , , , , , , , , , , , , , , , , , , , , 
feel,paranoid,withdraw, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
imagin,feel,fear, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
said,feel,uncomfort,time, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
nt,help,feel,apprehens,prais,good,true, , , , , , , , , , , , , , , , , , , , , , , , , 
think,worthless,feel,insecur, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,shi,capit,s,frank, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,littl,anxious,go, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,go,think,think,thing,neurot,think, , , , , , , , , , , , , , , , , , , , , , , , 
feel,burn,tear,threaten,fall,eye, , , , , , , , , , , , , , , , , , , , , , , , , , 
person,feel,iit,reason,afraid,new,arrang,count, , , , , , , , , , , , , , , , , , , , , , , , 
told,feel,unsur,relationship,right,tell,s,go,readi,relationship,argument, , , , , , , , , , , , , , , , , , , , , 
nt,help,feel,pressur,walk,fast,metro,street,tourist,get,way,overcom, , , , , , , , , , , , , , , , , , , , 
feel,constant,indecis,thing, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
know,kelli,feel,littl,confus,go,oliv,honest,didn,t,issu, , , , , , , , , , , , , , , , , , , , , 
feel,tortur,fact,thing,thing,life,definit,happi, , , , , , , , , , , , , , , , , , , , , , , , 
tell,moment,ve,eras,half,ve,written,feel,insecur, , , , , , , , , , , , , , , , , , , , , , , 
clear,feel,insecur,darn,memori,memori,brought,control,feel, , , , , , , , , , , , , , , , , , , , , , , 
wear,skirt,vein,show,feel,shi, , , , , , , , , , , , , , , , , , , , , , , , , , 
start,feel,paranoid,direct,choic, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,shaken,discuss,feel,multi,date,comprehend,cultur,come,opposit,angl,appear,simpli,possess,angl, , , , , , , , , , , , , , , , , 
feel,like,main,charact,get,tortur,feel,bad,laugh, , , , , , , , , , , , , , , , , , , , , , , 
feel,shaki,ate,late,lunch,today,test,blood, , , , , , , , , , , , , , , , , , , , , , , , 
feel,peopl,watch,afraid,peopl,nt,watch,mad,men,walk,dead, , , , , , , , , , , , , , , , , , , , , 
feel,like,die,death,fear, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,weird,shower,bare,feet, , , , , , , , , , , , , , , , , , , , , , , , , , , 
think,today,blog,unlik,day,said,girlfriend,feel,like,bit,tortur,writer, , , , , , , , , , , , , , , , , , , , 
feel,threaten,big,vehicl, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,frantic,burn,feel,chest, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,shi,suppos, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,apprehens, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,littl,overwhelm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,uptight,walk,citi, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,tremend,alarm, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
day,feel,unsur,especi,come,date,relationship,confid,product,experi,authent, , , , , , , , , , , , , , , , , , , , , 
feel,like,reason,skeptic,bitter, , , , , , , , , , , , , , , , , , , , , , , , , , , 
felt,scare,uncertain,share,stori,feel,vulner,difficult,don,t,regret,think,possibl,help,peopl,feel,abil, , , , , , , , , , , , , , , 
dislik,feel,fall,victim,neurot,fear, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,deepli,weird,downright,asham,have,creat,clich,trot,infinit,internet,feedback,loop, , , , , , , , , , , , , , , , , , , 
feel,fear,page,work,disappear, , , , , , , , , , , , , , , , , , , , , , , , , , , 
think,easi,feel,apprehens,idea,contact,realiti,engag,open,heart,mind,relationship,meaning,reward,particular,child, , , , , , , , , , , , , , , , 
said,soft,feel,timid, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
felt,powerless,concern,situat,feel,afraid,want,visit,safe,spot,daili,basi, , , , , , , , , , , , , , , , , , , , 
put,expos,make,feel,vulner, , , , , , , , , , , , , , , , , , , , , , , , , , , 
friend,easi,talk,open,know,friend,approach,cos,feel,intimid,know,want,offend,somebodi,shut, , , , , , , , , , , , , , , , , 
feel,fear,tri,think,lo,jack,equival,prevent,comput,use,end, , , , , , , , , , , , , , , , , , , , , 
realiz,lot,peopl,feel,doubt, , , , , , , , , , , , , , , , , , , , , , , , , , , 
know,go,hate,feel,pressur,hobbi,chosen,relax,passtim, , , , , , , , , , , , , , , , , , , , , , , 
feel,scare,ad,wipe,away,tear, , , , , , , , , , , , , , , , , , , , , , , , , , 
know,feel,reluct,reason,s,take,head,round, , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,friend,afraid,lose,sight,goal,retreat,littl,cave, , , , , , , , , , , , , , , , , , , , , , 
feelin,insecur,today,told,fat,ugli, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,reluct,let,cuz,know,imposs,imposs, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,agit,angri,sad, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,weird,hot, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
came,taiwan,week,ago,final,recov,jet,lag,left,feel,unsur,write, , , , , , , , , , , , , , , , , , , , 
feel,safer,vulner, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
ill,honest,feel,weird, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,damn,insecur,fuck,terribl, , , , , , , , , , , , , , , , , , , , , , , , , , , 
happen,game,week,ago,nt,feel,tortur,stay,end,game, , , , , , , , , , , , , , , , , , , , , , 
believ,child,intuit,littl,human,feel,parent,anger,children,fear, , , , , , , , , , , , , , , , , , , , , , 
feel,bit,uncomfort, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
imagin,concentr,bodypart,feel,anxious,thought,connect,reason,thought,way, , , , , , , , , , , , , , , , , , , , , , 
get,comfort,feel,intimid,end,social,woman,like,shaq,height, , , , , , , , , , , , , , , , , , , , , , 
feel,bit,pressur,s,littl,time,left,book, , , , , , , , , , , , , , , , , , , , , , , , 
feel,terrifi, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wish,stop,feel,uptight, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
help,feel,helpless,power,forc,systemat,kill,opposit,decad, , , , , , , , , , , , , , , , , , , , , , , 
feel,nervous,despit,cool,melanchol,express, , , , , , , , , , , , , , , , , , , , , , , , , , 
don,t,understand,american,comfort,food,eat,feel,uncomfort, , , , , , , , , , , , , , , , , , , , , , , 
start,feel,strang, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
ct,scan,feel,littl,fear,wait,result, , , , , , , , , , , , , , , , , , , , , , , , , 
need,busi,continu,product,rate,success,phase,feel,reluct,ll,move,short,month,don,t,know,ll,josh,s,job,situat, , , , , , , , , , , 
wake,cold,sweat,breath,hard,shake,feel,paranoid,confus,know,right,away,world,go, , , , , , , , , , , , , , , , , , 
like,feel,way,night,shi,eye,glint,starlight,shiver,cool,summer,night, , , , , , , , , , , , , , , , , , , , 
spent,rest,monday,feel,frantic, , , , , , , , , , , , , , , , , , , , , , , , , , , 
hold,hold,feel,reluct,share,share,littl, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,terrifi,lose, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,overwhelm,want,physic,shake,way,spider,shirt, , , , , , , , , , , , , , , , , , , , , , , , 
feel,bit,shi,quot,smart,life,learnt,self,praisal,donkey,praisal, , , , , , , , , , , , , , , , , , , , , 
stood,watch,die,feel,helpless, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,s,pace,slow,frantic, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,shaki,m,shake, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
need,strong,peopl,instead,feel,shaki,vulner, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,shaken, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
begin,think,dead,peopl,feel,overwhelm,sad,rise,frantic,sensat,self,hate,forc,consid, , , , , , , , , , , , , , , , , , 
feel,pressur,cost, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
awar,men,feel,tortur,excess,sexual,demand, , , , , , , , , , , , , , , , , , , , , , , , , 
year,old,frequent,pursu,got,sound,thrash, , , , , , , , , , , , , , , , , , , , , , , , , 
fluster,feel,slight,unsur,confus, , , , , , , , , , , , , , , , , , , , , , , , , , , 
nt,help,feel,pressur,see,slow,peopl,close,sprint,fast,ahead, , , , , , , , , , , , , , , , , , , , , 
hate,feel,paranoid, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
kangaroo,minc,fine,steak,sit,heavili,belli,feel,uncomfort, , , , , , , , , , , , , , , , , , , , , , , 
think,truth,ve,feel,restless,direct,time,frustrat,past,month, , , , , , , , , , , , , , , , , , , , , , 
start,feel,freak,uncomfort,c,like,add,year,warranti,extra, , , , , , , , , , , , , , , , , , , , , , 
enjoy,time,m,visitor,stroll,have,coffe,feel,strang,actual,travel,way,home, , , , , , , , , , , , , , , , , , , 
feel,pressur,forward,job, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
nt,live,like,feel,tortur,time,okay, , , , , , , , , , , , , , , , , , , , , , , , , 
regret,feel,pressur,famili,member,neighbor,know,jones,speak, , , , , , , , , , , , , , , , , , , , , , , 
feel,tortur,allow,enjoy,food,way,friend, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,afraid,hurt,feel,knowledg,tell,need,tri,end, , , , , , , , , , , , , , , , , , , , , , , 
experienc,ensu,decad,feel,littl,uncomfort,bash,modern,share,economi,vigor, , , , , , , , , , , , , , , , , , , , , 
listen,horrot,stori,night, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,reason,scare, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,frantic, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
compel,write,scare,feel,sens,death,insid,find,helpless,face,dark,cruelti,fellow,be,subject,cri,abl,solac, , , , , , , , , , , , , , 
ill,honest,feel,weird, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
fearless,word,feel,fear,thought, , , , , , , , , , , , , , , , , , , , , , , , , , , 
bless,husband,feel,insecur,mangl,twin,mommi,belli,need,hear, , , , , , , , , , , , , , , , , , , , , , 
feel,like,tortur,soul,time,reason, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,agit,exhaust,yearn,social,reconnect,timid,reclus, , , , , , , , , , , , , , , , , , , , , , , , 
abl,lay,bed,dark,feel,terrifi, , , , , , , , , , , , , , , , , , , , , , , , , , 
hope,futur,feel,afraid,death, , , , , , , , , , , , , , , , , , , , , , , , , , , 
spent,year,oh,don,t,know,learn,play,drum,enjoy,moment,guilt,free,instead,feel,pressur,proselyt,god,smile,god,cast,fieri,pit,hell, , , , , , , , 
certain,didn,t,feel,frighten,helpless, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,skeptic,nt,feel,feel, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,confus,mayb,want,refus,mayb,conscious,want,feel,precious, , , , , , , , , , , , , , , , , , , , , , 
felt,cabl,bill,high,nt,feel,helpless, , , , , , , , , , , , , , , , , , , , , , , , , 
saw,ex,town,recent,instead,feel,scare,roll,past,thought,stupid,let,person,control,life, , , , , , , , , , , , , , , , , 
manag,write,feel,strang, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,littl,anxious,thing, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,restless,lost, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
love,move,theater,make,audienc,feel,uncomfort,confront,actual,human,experi,make,member,communiti,feel,uncomfort,behav,way,audienc,dark,theater, , , , , , , , , , , 
guess,read,sound,sick,twist,feel,time,tortur,void,life, , , , , , , , , , , , , , , , , , , , , , 
end,feel,doubt, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,bit,intimid,gigant,lens,fanci,schmanci,camera,attach, , , , , , , , , , , , , , , , , , , , , , , 
know,feel,littl,unsur,decis,humira, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,like,need,chang,titl,blog,vinyasa,krama,chitta,vritti,nirodha,journey,skeptic,yoga,abhyasa, , , , , , , , , , , , , , , , , 
feel,shaken,sudden,saw,boy,stand,close,half,meter,away,hit,bullet, , , , , , , , , , , , , , , , , , , , 
awar,small,regular,basi,stand,feel,helpless, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,distress,peopl,vomit,nt,care,feel,bad, , , , , , , , , , , , , , , , , , , , , , , , 
feel,somewhat,hesit,spend,money,random,hour,lectur, , , , , , , , , , , , , , , , , , , , , , , , 
head,cours,warm,tequila,right,foot,feel,weird,skin,move,beneath,feet, , , , , , , , , , , , , , , , , , , , 
feel,distress,didn,t,blackout,time,drink, , , , , , , , , , , , , , , , , , , , , , , , , 
love,feel,scare, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,frighten,shoe,anymor,love,said, , , , , , , , , , , , , , , , , , , , , , , , , , 
home,meet,class,convers,feel,exclud,fear,attack,isol,outnumb,unheard,held,distanc,stereotyp,fear,sexual,orient, , , , , , , , , , , , , , , 
write,tri,articul,left,feel,shaken,wholli,inadequ, , , , , , , , , , , , , , , , , , , , , , , , 
feel,intimid,gym, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,frighten,world,want,die, , , , , , , , , , , , , , , , , , , , , , , , , , , 
rememb,feel,agit,want,wait,dad,came,home,pray, , , , , , , , , , , , , , , , , , , , , , , 
examin, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
couldn,t,floor,play,toddler,daughter,feel,horribl,uncomfort,certain,couldn,t,run,want,play, , , , , , , , , , , , , , , , , 
know,sound,vaug,s,feel,possibl,indecis,person,aliv,effect,late, , , , , , , , , , , , , , , , , , , , , 
broke,rip,nail,look,actual,make,think,eww,feel,reluct,chew,pink,grown, , , , , , , , , , , , , , , , , , , 
feel,anxious,home, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,threaten,journalist,broadcast,print,tri,use,tv,radio,newspap,carri,nake,vendetta,govern,agenc,tri,remind,profess,call, , , , , , , , , , , , , 
feel,hesit,buy,book,money,shelf,space,nt,know,ill,like,book, , , , , , , , , , , , , , , , , , , , 
know,goe,feel,skeptic,wrong,person, , , , , , , , , , , , , , , , , , , , , , , , , , 
given,good,reason,feel,way,reason,find,paranoid,insecur, , , , , , , , , , , , , , , , , , , , , , , 
don,t,feel,like,s,total,fault,end,frantic,pace, , , , , , , , , , , , , , , , , , , , , , 
constant,fuzzi,blur,thought,amp,feel,late,hesit,post,blog, , , , , , , , , , , , , , , , , , , , , , 
feel,distress,find,lana,del,rey,voic,reviv,sooth, , , , , , , , , , , , , , , , , , , , , , , 
feel,like,peopl,look,strang, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,restless,anxious,excit,hope,contempl,thing, , , , , , , , , , , , , , , , , , , , , , , , , 
laid,bathroom,floor,feel,petrifi, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,pressur,total,open,blog,public,part,life,privat, , , , , , , , , , , , , , , , , , , , , , , 
feel,uncertain,thing,go,tri,control,circumst,possibl,safeti, , , , , , , , , , , , , , , , , , , , , , , 
feel,like,need,prepar,uncertain,futur, , , , , , , , , , , , , , , , , , , , , , , , , , 
rid,bad,habit,fall,feel,insecur,vulner, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,littl,apprehens, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
take,math,class,statist,art,histori,class,step,aerob,middl,semest,feel,overwhelm, , , , , , , , , , , , , , , , , , , 
know,s,lot,debat,emot,focus,given,genera,draft,composit,s,written,specif,major,listen,tend,feel,intimid,stupid, , , , , , , , , , , , , 
describ,feel,reluct,excit, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
mug,holiday,usa, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,shaki,have,bad,anxieti,thought,take,med,help,feel,better,nt, , , , , , , , , , , , , , , , , , , , 
feel,doubt,peopl,comment,stuff, , , , , , , , , , , , , , , , , , , , , , , , , , , 
nt,know,feel,suspici,overjoy, , , , , , , , , , , , , , , , , , , , , , , , , , , 
read,blog,post,feel,intimid,refer,onlin,tool,ve,heard,peopl,familiar,eas, , , , , , , , , , , , , , , , , , , 
feel,frantic,want,away, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,strang,disconnect, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,terrifi,hopeless,unprepar,better,wors,m,schedul,girl, , , , , , , , , , , , , , , , , , , , , , , 
feel,unsur,mark,twain,henri,jame,lectur,yesterday,class,turn,beauti, , , , , , , , , , , , , , , , , , , , , 
feel,apprehens,group,ask,person,question,thing,interest,convers,develop, , , , , , , , , , , , , , , , , , , , , , 
feel,uncomfort, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,sexual,assault,word, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,half,neurot, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,littl,shi,perfunctori,kiss, , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,realiti,have,shaken,loos,moor,d,realiti, , , , , , , , , , , , , , , , , , , , , , , , 
feel,life,shaki,ground, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,distraught, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
left,feel,way,confus, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
search,feel,frantic, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
hope,tomorrow,feel,frantic,claw,hous,sort,shape, , , , , , , , , , , , , , , , , , , , , , , , 
hope,nt,feel,pressur,friend,nt,wonder,sunday,nt,spend,even, , , , , , , , , , , , , , , , , , , , , 
feel,bit,apprehens,week,work,think,safe,start,expect,word,job,applic, , , , , , , , , , , , , , , , , , , , 
feel,kind,strang, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,fear,major,stress, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
rememb,feel,helpless,angri,frustrat, , , , , , , , , , , , , , , , , , , , , , , , , , , 
look,high,school,chang,direct,took,period,month,feel,hesit,plan,whatsoev, , , , , , , , , , , , , , , , , , , , 
feel,assault,insult, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wake,feel,alarm,day, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
love,sens,control,feel,safer,afraid,forward,motion, , , , , , , , , , , , , , , , , , , , , , , , 
felt,slight,ill,woke,night,blind,panic,drench,sweat,thrown,awak,sleep,apnoea,occur,feel,anxious, , , , , , , , , , , , , , , , 
feel,insecur,insecur, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wish,hold,let,know,feel,tortur,soul, , , , , , , , , , , , , , , , , , , , , , , , , 
feel,paranoid,t,trust, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
care,bad,feel,helpless,nt,anymor, , , , , , , , , , , , , , , , , , , , , , , , , , 
jealous,ok,natur,feel,bit,suspici,bodi,spirit, , , , , , , , , , , , , , , , , , , , , , , , 
self,assur,feel,intimid,arrog,parisian,look, , , , , , , , , , , , , , , , , , , , , , , , , 
come,term,import,thing,apart,spotless,general,clean,messi,feel,anxious, , , , , , , , , , , , , , , , , , , , , 
told,safe,person,feel,physic,uncomfort,presenc, , , , , , , , , , , , , , , , , , , , , , , , , 
wake,feel,terrifi,fall,night,mare, , , , , , , , , , , , , , , , , , , , , , , , , , 
feel,strang,sit,blog,away,amp,have,studi, , , , , , , , , , , , , , , , , , , , , , , , 
nt,know,stay,deep,death,actulli,feel,uptight,know,soul,roam,earth,human,form, , , , , , , , , , , , , , , , , , 
admit,feel,bit,apprehens,situat, , , , , , , , , , , , , , , , , , , , , , , , , , , 
